,wine,variety,country,points,price,taster
33853,Falesco 2007 Passirò White (Lazio),White Blend,Italy,95,,
33855,Lis Neris 2007 Tal Lùc White (Friuli),White Blend,Italy,95,88.0,
34053,Kontos 2014 Gossamer White (Columbia Valley (WA)),White Blend,US,88,28.0,Sean P. Sullivan
34068,Cor Cellars 2014 ALBA Gewüztraminer-Pinot Gris White (Columbia Gorge (WA)),White Blend,US,88,18.0,Sean P. Sullivan
34185,Rubus 2015 White (Vin de France),White Blend,France,85,10.0,Roger Voss
34191,14 Hands 2015 Hot to Trot White (Columbia Valley (WA)),White Blend,US,85,10.0,Sean P. Sullivan
34196,Mellisoni 2016 45 Degrees White (Lake Chelan),White Blend,US,85,45.0,Sean P. Sullivan
34237,Screenplay Wines 2010 White (Carneros),White Blend,US,88,25.0,
34284,Tsantali 2011 Metoxi Chromitsa X Single Vineyard Assyrtico-Athiri-Sauvignon Blanc White (Agioritikos),White Blend,Greece,86,25.0,Susan Kostrzewa
34310,Collevite 2012 White (Falerio),White Blend,Italy,85,18.0,Kerin O’Keefe
34421,Firriato 2016 Le Sabbie dell'Etna Bianco  (Etna),White Blend,Italy,89,20.0,Kerin O’Keefe
34444,Chateau Dereszla 2015 Dry  (Tokaji),White Blend,Hungary,89,16.0,Jeff Jenssen
34484,Nivarius 2014 Edición Limitada White (Rioja),White Blend,Spain,88,20.0,Michael Schachner
34702,Tenuta Rapitalà 2011 Piano Maltese White (Sicilia),White Blend,Italy,88,13.0,
34742,Gérard Bertrand 2011 Cigalus White (Aude Hauterive),White Blend,France,92,60.0,Lauren Buzzeo
34786,Barone Montalto 2013 Grillo-Sauvignon White (Terre Siciliane),White Blend,Italy,86,15.0,Kerin O’Keefe
34788,Les Bourgeois 2011 La Belle Semi Dry White (Missouri),White Blend,US,85,8.0,
34826,Telmo Rodríguez 2015 Basa White (Rueda),White Blend,Spain,89,15.0,Michael Schachner
34858,Simonsig 2015 Cape Winemakers Guild Mediterraneo White (Stellenbosch),White Blend,South Africa,91,,Lauren Buzzeo
34960,Seven Daughters NV Winemakers Blend White (California),White Blend,US,83,15.0,
34975,Francesc Sanchez Bas 2008 Blanc de Montsalvat White (Priorat),White Blend,Spain,82,40.0,Michael Schachner
35004,Matthiasson 2014 White (Napa Valley),White Blend,US,92,40.0,Virginie Boone
35042,Valdelainos 2007 White (Rueda),White Blend,Spain,86,10.0,Michael Schachner
35104,Pisoni 2012 San Siro Bianco White (Vigneti delle Dolomiti),White Blend,Italy,87,20.0,Kerin O’Keefe
35265,Dominio de Eguren 2014 Protocolo White (Vino de la Tierra de Castilla),White Blend,Spain,82,7.0,Michael Schachner
35267,Albet I Noya 2013 Petit Albet White (Penedès),White Blend,Spain,82,13.0,Michael Schachner
35270,Ochoa 2014 Viura-Chardonnay White (Navarra),White Blend,Spain,81,15.0,Michael Schachner
35300,Cristiari 2012 White (Costers del Segre),White Blend,Spain,84,22.0,Michael Schachner
35375,The Girls in the Vineyard 2014 The Field Blend Windmill Vineyard White (Dunnigan Hills),White Blend,US,92,18.0,Jim Gordon
35427,Ceralti 2011 Lunarae White (Toscana),White Blend,Italy,88,30.0,
35528,Loriñon 2014 White (Rioja),White Blend,Spain,87,14.0,Michael Schachner
35659,Gunter Triebaumer 2016 Trie Weiss White (Burgenland),White Blend,Austria,88,14.0,Anne Krebiehl MW
35759,Atwater 2009 Riewürz White (Finger Lakes),White Blend,US,86,16.0,Anna Lee C. Iijima
35760,Baglio del Cristo di Campobello 2009 C'D'C' White (Sicilia),White Blend,Italy,86,17.0,
35814,Domaine Chiroulet 2012 Terres Blanches White (Côtes de Gascogne),White Blend,France,88,15.0,Roger Voss
35925,I Sodi 2008  Vin Santo del Chianti Classico,White Blend,Italy,91,40.0,Kerin O’Keefe
35952,Volpaia 2004  Vin Santo del Chianti Classico,White Blend,Italy,94,44.0,
35983,Pieropan 2013 La Rocca  (Soave Classico),White Blend,Italy,91,31.0,Kerin O’Keefe
36010,Flam 2012 Unoaked Blanc White (Judean Hills),White Blend,Israel,88,32.0,Lauren Buzzeo
36037,Boekenhoutskloof 2010 The Wolftrap Viognier-Chenin Blanc-Grenache Blanc White (Western Cape),White Blend,South Africa,86,11.0,Lauren Buzzeo
36082,Quinta da Lagoalva de Cima 2010 Late Harvest White (Tejo),White Blend,Portugal,89,25.0,Roger Voss
36113,Patria 2016 Femina  (Etna),White Blend,Italy,89,28.0,Kerin O’Keefe
36235,Domaine Rotier 2013 Renaissance White (Gaillac),White Blend,France,92,20.0,Roger Voss
36330,Troon 2014 Longue Carabine White (Applegate Valley),White Blend,US,87,34.0,Paul Gregutt
36359,Château Revelette 2006 White (Coteaux d'Aix-en-Provence),White Blend,France,87,16.0,Joe Czerwinski
36367,Bolla 2013 Tufaie  (Soave Classico Superiore),White Blend,Italy,88,15.0,Kerin O’Keefe
36409,Mocali 2009 Fossetti White (Toscana),White Blend,Italy,87,15.0,
36465,Naggiar 2014 Vino Bianco White (Sierra Foothills),White Blend,US,85,21.0,Jim Gordon
36552,Destro 2012 Nausìca White (Terre Siciliane),White Blend,Italy,84,29.0,Kerin O’Keefe
36708,Marqués de Cáceres 2007 Satinela Medium-Sweet White (Rioja),White Blend,Spain,84,9.0,Michael Schachner
36785,Bodegas Concavins 2006 Proyecto Cu4tro Blanco White (Catalunya),White Blend,Spain,86,10.0,Michael Schachner
36846,Dominio de Eguren 2009 Protocolo Blanco White (Vino de la Tierra de Castilla),White Blend,Spain,86,7.0,Michael Schachner
36885,Vinilo 2015 Ruido Blanco White (Uco Valley),White Blend,Argentina,87,23.0,Michael Schachner
36954,Costantino 2013 DeAetna Bianco  (Etna),White Blend,Italy,88,28.0,Kerin O’Keefe
36964,Girolamo Russo 2013 Nerina Bianco  (Etna),White Blend,Italy,88,45.0,Kerin O’Keefe
36983,I Custodi 2012 Ante Bianco  (Etna),White Blend,Italy,88,23.0,Kerin O’Keefe
37195,Lieubeau 2015 La Fruitière Vignes Blanches White (Val de Loire),White Blend,France,88,15.0,Roger Voss
37205,Qupé 2015 A Modern White (Central Coast),White Blend,US,88,17.0,Matt Kettmann
37210,Aidura 2014 White (Getariako Txakolina),White Blend,Spain,88,22.0,Michael Schachner
37231,Domaine Schoffit 2012 Vieilles Vignes White (Alsace),White Blend,France,90,21.0,Roger Voss
37256,Kontos 2013 Gossamer White (Columbia Valley (WA)),White Blend,US,88,26.0,Paul Gregutt
37314,Cusumano 2007 Angimbé White (Sicilia),White Blend,Italy,85,14.0,
37320,Principe di Corleone 2007 Giada White (Sicilia),White Blend,Italy,85,14.0,
37398,Gianni Tessari 2016 Monte Tenda  (Soave Classico),White Blend,Italy,88,20.0,Kerin O’Keefe
37419,Producteurs Plaimont 2014 Le Faîte  (Saint-Mont),White Blend,France,90,46.0,Roger Voss
37434,Château de Berne 2013 White (Côtes de Provence),White Blend,France,90,26.0,Roger Voss
37448,Agricola Querciabella 2004 Bàtar White (Toscana),White Blend,Italy,91,78.0,
37456,Agricola Querciabella 2005 Bàtar White (Toscana),White Blend,Italy,90,78.0,
37575,Season 2014 Transparency White (Southern Oregon),White Blend,US,88,18.0,Paul Gregutt
37894,DeLille 2000 Chaleur Estate White (Columbia Valley (WA)),White Blend,US,92,25.0,Paul Gregutt
37947,Inspire Moore 2014 Gratitude White (Finger Lakes),White Blend,US,85,14.0,Anna Lee C. Iijima
38092,Atrea 2012 The Choir White (Mendocino County),White Blend,US,89,20.0,Virginie Boone
38152,Vie di Romans 2015 Flors di Uis White (Isonzo del Friuli),White Blend,Italy,91,42.0,Kerin O’Keefe
38226,Barberani 2006 Pomaio Villa Monticelli  (Orvieto Classico Superiore),White Blend,Italy,90,,
38227,Casale del Giglio 2007 Antinoo White (Lazio),White Blend,Italy,90,24.0,
38232,Feudo Antico 2008 Tullum White (Abruzzo),White Blend,Italy,90,25.0,
38270,Marchesi Antinori 2008 Muffato della Sala White (Umbria),White Blend,Italy,90,60.0,Kerin O’Keefe
38328,Dalton 2014 20th Anniversary Limited Edition 1/6600 White (Galilee),White Blend,Israel,87,30.0,Mike DeSimone
38378,Atrea 2016 The Choir White (Mendocino County),White Blend,US,90,20.0,Jim Gordon
38557,Jaspi 2011 Blanc White (Terra Alta),White Blend,Spain,89,15.0,Michael Schachner
38570,Feudo di Santa Tresa 2007 Rina Ianca White (Sicilia),White Blend,Italy,87,13.0,
38640,Sauska 2011 Cuvée 113 White (Tokaj),White Blend,Hungary,89,24.0,Jeff Jenssen
38664,Gérard Bertrand 2013 Cigalus White (Aude Hauterive),White Blend,France,89,50.0,Lauren Buzzeo
38719,J. Garcia Carrion 2010 Opera Prima Sweet White White (La Mancha),White Blend,Spain,83,8.0,Michael Schachner
38831,Casa Larga 2010 Fiori Delle Stelle Ice Wine Block 1 Vidal Blanc-Golden Muscat-Marechal Foch White (Finger Lakes),White Blend,US,88,50.0,Anna Lee C. Iijima
38917,Villa Russiz 2015 Les Enfants White (Collio),White Blend,Italy,89,22.0,Kerin O’Keefe
38920,Purcari 2014 Premium Musct Ottonel-Traminer Icewine White (Moldova),White Blend,Moldova,88,42.0,Jeff Jenssen
38944,Westerly 2014 Fletcher's White (Happy Canyon of Santa Barbara),White Blend,US,88,35.0,Matt Kettmann
39031,Zuani 2011 Riserva White (Collio),White Blend,Italy,87,37.0,Kerin O’Keefe
39053,Vinum Cellars 2012 White Elephant White (California),White Blend,US,87,20.0,Virginie Boone
39107,Vie di Romans 2015 Flors di Uis White (Isonzo del Friuli),White Blend,Italy,91,42.0,Kerin O’Keefe
39174,Bonny Doon 2014 Gravitas White (California),White Blend,US,88,16.0,Matt Kettmann
39212,Tenshen 2015 White (Central Coast),White Blend,US,89,20.0,Matt Kettmann
39218,Wölffer 2016 Summer in a Bottle White (Long Island),White Blend,US,89,24.0,Anna Lee C. Iijima
39243,Mocali 2011 Fossetti White (Toscana),White Blend,Italy,87,16.0,
39257,Château Musar 2005 Gaston Hochar White (Bekaa Valley),White Blend,Lebanon,87,41.0,Anna Lee C. Iijima
39304,Kracher 2011 Grande Cuvée Trockenbeerenauslese Nummer 6 White (Burgenland),White Blend,Austria,95,99.0,Anne Krebiehl MW
39323,Nittnaus Anita und Hans 2006 TBA White (Burgenland),White Blend,Austria,94,27.0,Anne Krebiehl MW
39350,Cellars 33 2016 The Betty White (Lodi),White Blend,US,87,26.0,Jim Gordon
39438,Eight Bells 2011 Ravenna White (Oregon),White Blend,US,90,16.0,Paul Gregutt
39512,Marrenon 2009 Doria White (Luberon),White Blend,France,88,14.0,Joe Czerwinski
39591,Elyse 2010 L'Ingenue Naggiar Vineyard White (Sierra Foothills),White Blend,US,88,28.0,Virginie Boone
39717,Amalaya 2012 Torrontés-Riesling White (Calchaquí Valley),White Blend,Argentina,87,11.0,Michael Schachner
39790,Calatrasi 2010 Terre di Ginestra BlanQ White (Sicilia),White Blend,Italy,87,,
39981,Bully Hill NV Ravat 51 White (New York),White Blend,US,84,7.0,Susan Kostrzewa
39985,Chaddsford 2007 Spring Wine White (Pennsylvania),White Blend,US,84,13.0,Susan Kostrzewa
40001,Domaine Chiroulet 2015 Terres Blanches White (Côtes de Gascogne),White Blend,France,87,12.0,Roger Voss
40048,Gunter Triebaumer 2007 Trie White (Burgenland),White Blend,Austria,87,15.0,Roger Voss
40129,Lieubeau 2016 La Fruitière Vignes Blaches White (Val de Loire),White Blend,France,87,15.0,Roger Voss
40403,Clos Alivu 2015 White (Patrimonio),White Blend,France,87,25.0,Roger Voss
40404,Clos Teddi 2015 White (Patrimonio),White Blend,France,87,17.0,Roger Voss
40408,Domaine de Terra Vecchia 2015 Vermentinu-Chardonnay White (Ile de Beauté),White Blend,France,87,15.0,Roger Voss
40458,Marqués de Cáceres 2009 Satinela Medium Sweet White (Rioja),White Blend,Spain,85,9.0,Michael Schachner
40596,Buty 2012 62% Sémillon-21% Sauvignon-17% Muscadelle White (Columbia Valley (WA)),White Blend,US,90,25.0,Paul Gregutt
40663,Jack Nicklaus Wines 2012 Private Reserve White (Napa Valley),White Blend,US,85,46.0,Virginie Boone
40671,Villa Canestrari 2014 Vigne di Sande  (Soave),White Blend,Italy,85,13.0,Kerin O’Keefe
40804,Mercouri Estate 2015 Foloi Roditis-Viognier White (Peloponnese),White Blend,Greece,90,18.0,Susan Kostrzewa
40979,Bodegas Franco-Españolas 2006 Diamante Semi-Sweet Malvasia-Viura White (Rioja),White Blend,Spain,86,12.0,Michael Schachner
41045,Marco Felluga 2012 Molamatta White (Collio),White Blend,Italy,89,23.0,Kerin O’Keefe
41085,Illuminati Dino 2010 Costalupo White (Controguerra),White Blend,Italy,86,14.0,
41093,Push Me to the Floor 2010 White (Coastal Region),White Blend,South Africa,86,15.0,Lauren Buzzeo
41132,Elena Walch 2012 Cashmere Passito White (Alto Adige),White Blend,Italy,90,69.0,Kerin O’Keefe
41179,Domaine Rotier 2012 Renaissance White (Gaillac),White Blend,France,91,25.0,Roger Voss
41213,Dancing Coyote 2007 Rhumba White (Clarksburg),White Blend,US,84,11.0,
41234,Kenefick Ranch 2010 Estate Pickett Road White (Calistoga),White Blend,US,91,24.0,
41244,Château Potelle 2010 VGS Explorer Epice White (Napa Valley),White Blend,US,91,26.0,
41302,Lammershoek 2008 Roulette Blanc White (Swartland),White Blend,South Africa,86,25.0,Lauren Buzzeo
41518,Montinore 2015 Borealis The Northern Whites White (Willamette Valley),White Blend,US,87,16.0,Paul Gregutt
41545,Bonny Doon 2015 De Propio Gravitas White (North Coast),White Blend,US,88,16.0,Matt Kettmann
41564,Vercingetorix VX 2014 Auzriel Melody En Blanc White (Oregon),White Blend,US,86,11.0,Paul Gregutt
41682,Fleur Du Cap 2010 Noble Late Harvest Bergkelder Selection White (Stellenbosch),White Blend,South Africa,90,19.0,Lauren Buzzeo
41813,Antichi Vinai 1877 2013 Petralava Bianco  (Etna),White Blend,Italy,88,22.0,Kerin O’Keefe
41878,Mancan NV White (California),White Blend,US,85,5.0,Jim Gordon
41933,Batzella 2012 Mezzodì White (Toscana),White Blend,Italy,87,,Kerin O’Keefe
41946,Marchesi de' Frescobaldi 2013 White (Pomino),White Blend,Italy,87,20.0,Kerin O’Keefe
42116,Terroir Al Límit 2016 White (Priorat),White Blend,Spain,82,30.0,Michael Schachner
42120,Kourtaki 2007 Vin de Crete White (Crete),White Blend,Greece,84,10.0,Susan Kostrzewa
42122,Villa Cordevigo 2006 White (Veronese),White Blend,Italy,84,,
42127,Château Musar 2007 Cuvée Blanc White (Bekaa Valley),White Blend,Lebanon,83,19.0,Susan Kostrzewa
42138,Château Musar 2001 Gaston Hochar White (Bekaa Valley),White Blend,Lebanon,83,40.0,Susan Kostrzewa
42189,Marqués de Vizhoja 2015 Señor da Folla Verde White (Rías Baixas),White Blend,Spain,82,26.0,Michael Schachner
42190,Aidura 2015 White (Getariako Txakolina),White Blend,Spain,82,22.0,Michael Schachner
42194,La Val 2016 Más Que 2 White (Rías Baixas),White Blend,Spain,80,19.0,Michael Schachner
42241,Sea Monster 2014 White (Central Coast),White Blend,US,89,17.0,Matt Kettmann
42242,Sokol Blosser NV Evolution Lucky No. 9 White (America),White Blend,US,89,15.0,Paul Gregutt
42245,Las Positas 2014 Verdigris White (California),White Blend,US,89,30.0,Jim Gordon
42276,Thousand Islands Winery NV Wellesley Island White (New York),White Blend,US,86,10.0,Anna Lee C. Iijima
42288,Corte Giara 2016  Soave,White Blend,Italy,86,15.0,Kerin O’Keefe
42317,Turasan 2014 Selda White (Cappadocia),White Blend,Turkey,86,15.0,Mike DeSimone
42346,Domaine des Baumard NV Le Petit Paon White (Vin de France),White Blend,France,90,32.0,Roger Voss
42366,La Cave des Vignerons de Pfaffenheim 2012 Pfaff Gentil White (Alsace),White Blend,France,84,18.0,Roger Voss
42377,Barefoot Refresh NV White (California),White Blend,US,83,8.0,Jim Gordon
42455,Itsas Mendi 2011 No. 7 White (Bizkaiko Txakolina),White Blend,Spain,88,30.0,Michael Schachner
42467,De Stefani 2010 Olmèra White (Veneto),White Blend,Italy,90,44.0,
42618,Dveri-Pax 2014 Yanez White (Štajerska),White Blend,Slovenia,89,18.0,Jeff Jenssen
42645,Ochoa 2009 Viura-Chardonnay White (Navarra),White Blend,Spain,86,12.0,Michael Schachner
42681,Brooklyn Oenology 2014 As If Serendipity White (North Fork of Long Island),White Blend,US,87,45.0,Anna Lee C. Iijima
42735,Waters 2015 Prelude White (Washington),White Blend,US,92,28.0,Sean P. Sullivan
42769,Jamesport NV Cinq White (North Fork of Long Island),White Blend,US,82,15.0,Anna Lee C. Iijima
42787,Palmer 2011 Aromatico White (North Fork of Long Island),White Blend,US,82,25.0,Anna Lee C. Iijima
42873,Gentilini 2008 Aspro Classic White (Cephalonia),White Blend,Greece,89,15.0,Susan Kostrzewa
42930,Huguet de Can Feixes 2010 Blanc Selecció White (Penedès),White Blend,Spain,87,15.0,Michael Schachner
43019,Naia 2014 Las Brisas White (Rueda),White Blend,Spain,87,14.0,Michael Schachner
43122,Chrysorroyiatissa 2007 Ayios Andronicos White (Cyprus),White Blend,Cyprus,87,11.0,Susan Kostrzewa
43124,Gratien et Meyer 2005 Premium Millésimé Brut  (Saumur),White Blend,France,87,,Roger Voss
43130,Fattoria Le Pupille 2005 Solalto White (Maremma),White Blend,Italy,87,55.0,
43171,Bennett Lane 2014 Maximus White Feasting Wine White (Napa Valley),White Blend,US,90,34.0,Virginie Boone
43227,Olivi 2015 Le Buche Coreno White (Orcia),White Blend,Italy,87,22.0,Kerin O’Keefe
43280,Latah Creek NV Huckleberry D'Latah White (Columbia Valley (WA)),White Blend,US,85,10.0,Sean P. Sullivan
43294,X 2012 Knockout White (California),White Blend,US,84,16.0,
43316,Falesco 2014 Vitiano White (Umbria),White Blend,Italy,87,12.0,Kerin O’Keefe
43327,Palazzone 2014 Terre Vineate  (Orvieto Classico Superiore),White Blend,Italy,87,13.0,Kerin O’Keefe
43329,Principe Pallavicini 2014 Poggio Verde  (Frascati Superiore),White Blend,Italy,87,17.0,Kerin O’Keefe
43401,Repolusk 2000 Weissburgunder White (Austria),White Blend,Austria,83,23.0,
43549,Luigi Bosca 2013 Gala 3 Viognier-Chardonnay-Riesling White (Mendoza),White Blend,Argentina,84,20.0,Michael Schachner
43589,Lyrarakis 2011 Okto Dry White (Crete),White Blend,Greece,89,18.0,Susan Kostrzewa
43597,Bedell 2010 Taste White White (North Fork of Long Island),White Blend,US,89,25.0,Anna Lee C. Iijima
43610,Alba Roja 2014 White (Mendoza),White Blend,Argentina,84,13.0,Michael Schachner
43628,Viña Alicia 2014 Tiara White (Luján de Cuyo),White Blend,Argentina,84,30.0,Michael Schachner
43731,Château Jolys 2012  Jurançon Sec,White Blend,France,88,16.0,Roger Voss
43772,Mustiguillo 2014 Mestizaje White (Spain),White Blend,Spain,88,15.0,Michael Schachner
43843,Dopff & Irion 2011 Double Impact White (Alsace),White Blend,France,85,20.0,Roger Voss
43903,Barden 2015 Fonte White (Sta. Rita Hills),White Blend,US,93,36.0,Matt Kettmann
44039,McCrea 2000 La Mer White (Yakima Valley),White Blend,US,89,18.0,Paul Gregutt
44084,Novella 2009 Synergy Blanc White (Paso Robles),White Blend,US,86,10.0,
44100,Provenza 2001 White (Naoussa),White Blend,Greece,84,12.0,Joe Czerwinski
44113,Bolla 2000 Tufaie  (Soave Classico Superiore),White Blend,Italy,84,8.0,Joe Czerwinski
44165,Chaleur Estate 2007 Blanc White (Columbia Valley (WA)),White Blend,US,92,35.0,Paul Gregutt
44173,Saladini Pilastri 2011 White (Falerio dei Colli Ascolani),White Blend,Italy,85,9.0,
44194,Banfi 2011 Le Rime White (Toscana),White Blend,Italy,85,,
44240,Marchesi Antinori 2010 Cervaro della Sala White (Umbria),White Blend,Italy,93,,
44297,Quinta da Lagoalva de Cima 2015 Lagoalva Late Harvest White (Tejo),White Blend,Portugal,88,25.0,Roger Voss
44310,5OS Project 2013 White (South Australia),White Blend,Australia,88,25.0,Joe Czerwinski
44365,Viña Costeira 2013 White (Ribeiro),White Blend,Spain,87,14.0,Michael Schachner
44394,Bostavan 2014 Dor Traminer-Chardonnay White (Moldova),White Blend,Moldova,87,9.0,Jeff Jenssen
44417,Grgich Hills 2013 Violetta Estate Late Harvest White (Napa Valley),White Blend,US,91,85.0,Virginie Boone
44495,Patterson 2015 Melange Blanc White (Columbia Valley (WA)),White Blend,US,88,25.0,Sean P. Sullivan
44614,Hillinger 2013 Small Hill White (Burgenland),White Blend,Austria,88,16.0,Anne Krebiehl MW
44715,Ca' Rugate 2010 Amedeo Pas Dosé Riserva  (Lessini Durello),White Blend,Italy,88,42.0,Kerin O’Keefe
44823,Folie à Deux 2006 Ménage à Trois White Table Wine White (California),White Blend,US,86,10.0,
44834,Capocroce 2005 Sapìri White (Sicilia),White Blend,Italy,85,11.0,
44864,Viña San Juan 2015 White (La Mancha),White Blend,Spain,84,9.0,Michael Schachner
44957,Jade Mountain 2009 White (California),White Blend,US,85,20.0,
45048,Brian Carter Cellars 2010 Oriana White (Yakima Valley),White Blend,US,91,25.0,Paul Gregutt
45124,Domaine de Gensac 2010 Pirouette White (Gers),White Blend,France,85,27.0,Roger Voss
45202,Telmo Rodríguez 2009 Basa Blanco White (Rueda),White Blend,Spain,84,15.0,Michael Schachner
45205,Ànima Negra 2009 Quíbia White (Vi de la Terra Mallorca),White Blend,Spain,84,15.0,Michael Schachner
45207,Lake Chelan 2009 Stormy Mountain White White (Lake Chelan),White Blend,US,84,18.0,Paul Gregutt
45368,Tasca d'Almerita 2015 Mozia White (Sicilia),White Blend,Italy,88,,Kerin O’Keefe
45385,Planeta 2015 Alastro White (Sicilia),White Blend,Italy,88,,Kerin O’Keefe
45478,Passaggio 2014 Passion Blend White (California),White Blend,US,88,24.0,Jim Gordon
45599,Skyline Wines 2013 Artisan White (Central Coast),White Blend,US,87,18.0,Matt Kettmann
45613,Domaine Chiroulet 2014 Terres Blanches White (Côtes de Gascogne),White Blend,France,87,12.0,Roger Voss
45614,Domaine des Terrisses 2014 Terrisses Sec White (Gaillac),White Blend,France,87,14.0,Roger Voss
45618,Hatzimichalis 2012 Lefkos White (Atalanti Valley),White Blend,Greece,87,10.0,Susan Kostrzewa
45630,Monte del Frá 2002 Monastero Passito White (Veneto),White Blend,Italy,91,32.0,
45655,Gratien et Meyer NV Brut  (Saumur),White Blend,France,86,,Roger Voss
45708,Barone di Villagrande 2013 Bianco Superiore  (Etna),White Blend,Italy,92,23.0,Kerin O’Keefe
45814,McCrea 2008 Boushey Vineyard Sirocco Blanc White (Yakima Valley),White Blend,US,95,25.0,Paul Gregutt
45878,Domaine de Laballe 2016 Sables Fauves White (Landes),White Blend,France,86,12.0,Roger Voss
45879,Domaine des Terrisses 2016 Sec White (Gaillac),White Blend,France,86,16.0,Roger Voss
45881,Domaine Haut Marin 2016 Haut Marin Fossiles White (Côtes de Gascogne),White Blend,France,86,10.0,Roger Voss
45882,Esperanza 2016 Estate Grown and Bottled White (Rueda),White Blend,Spain,86,9.0,Michael Schachner
45899,Damiani NV Dolce Bianco White (Finger Lakes),White Blend,US,86,10.0,Anna Lee C. Iijima
45903,Château Rives-Blanques 2015 Le Limoux White (Limoux),White Blend,France,89,18.0,Lauren Buzzeo
45914,Fenestra NV True White Lot 4 White (California),White Blend,US,89,18.0,Jim Gordon
45988,Royal Tokaji 2013 6 Puttonyos Aszú Gold Label  (Tokaji),White Blend,Hungary,97,80.0,Jeff Jenssen
46002,Royal Tokaji 2013 5 Puttonyos Aszú Red Label  (Tokaji),White Blend,Hungary,96,54.0,Jeff Jenssen
46018,Bella Luna 2016 Bella Bianca Vista Verde Vineyard White (San Benito County),White Blend,US,88,30.0,Matt Kettmann
46044,Volteo 2010 Verdejo-Viognier-Sauvignon Blanc White (Vino de la Tierra de Castilla),White Blend,Spain,85,10.0,Michael Schachner
46086,Russiz Superiore 2011 Col Disôre White (Collio),White Blend,Italy,88,37.0,Kerin O’Keefe
46145,Querciavalle 1998  Vin Santo del Chianti Classico,White Blend,Italy,92,47.0,
46208,Botromagno 2005 Gravina White (Puglia),White Blend,Italy,87,11.0,
46247,Vina Robles 2009 White4 Huerhuero White (Paso Robles),White Blend,US,86,16.0,
46248,Waterbrook 2008 Mélange Blanc White (Columbia Valley (WA)),White Blend,US,86,15.0,Paul Gregutt
46260,Le Classique from the 3 Springs Vineyard 2007 White (Coteaux d'Aix-en-Provence),White Blend,France,86,17.0,
46316,Pavlidis 2011 Thema White (Drama),White Blend,Greece,89,21.0,Susan Kostrzewa
46326,Big Table Farm 2014 Wirtz Vineyard Edelzwicker White (Willamette Valley),White Blend,US,88,28.0,Paul Gregutt
46509,Dunham 2014 Four Legged White (Washington),White Blend,US,86,15.0,Sean P. Sullivan
46537,Patterson 2012 Mélange Blanc White (Columbia Valley (WA)),White Blend,US,87,23.0,Paul Gregutt
46548,Allegrini 2012  Soave,White Blend,Italy,87,17.0,Kerin O’Keefe
46611,Capo Soprano 2007 White (Sicilia),White Blend,Italy,84,14.0,
46649,Bodegas Luzón 2013 Luzón Blanco White (Jumilla),White Blend,Spain,85,10.0,Michael Schachner
46658,Feudi del Pisciotto 2013 Baglio del Sole White (Sicilia),White Blend,Italy,85,12.0,Kerin O’Keefe
46659,Feudo Disisa 2013 Chara White (Terre Siciliane),White Blend,Italy,85,16.0,Kerin O’Keefe
46662,Los Dos 2013 Muscat-Chardonnay White (Campo de Borja),White Blend,Spain,85,8.0,Michael Schachner
46692,Oremus 2014 Late Harvest  (Tokaji),White Blend,Hungary,93,32.0,Jeff Jenssen
46705,Vina Robles 2011 White4 White (Paso Robles),White Blend,US,91,16.0,
46830,Thurston Wolfe 2001 Pinot Gris-Viognier White (Columbia Valley (WA)),White Blend,US,86,13.0,Paul Gregutt
46854,Koehler 2009 Quartette White (Santa Ynez Valley),White Blend,US,92,25.0,
46882,Kracher 2013 Auslese Cuvée White (Burgenland),White Blend,Austria,94,23.0,Anne Krebiehl MW
46921,Valserrano 2015 Fermentado en Barrica White (Rioja),White Blend,Spain,89,17.0,Michael Schachner
46953,Tarara 2010 Charval White (Virginia),White Blend,US,85,20.0,
46958,Chateau Morrisette 2010 Frosty Dog White (Virginia),White Blend,US,85,20.0,
46965,Principi di Spadafora 2011 Alhambra White (Sicilia),White Blend,Italy,85,12.0,
46974,Cambria 2011 Bazia White (Sicilia),White Blend,Italy,85,13.0,
46993,Whitecliff Vineyard NV Awosting White (Hudson River Region),White Blend,US,86,15.0,Anna Lee C. Iijima
47009,Bodegas Palacio 2009 Cosme Palacio 1894 Blanco White (Rioja),White Blend,Spain,88,,Michael Schachner
47170,Gérard Bertrand 2014 Cigalus White (Aude Hauterive),White Blend,France,90,50.0,Lauren Buzzeo
47198,Kana 2007 Katie Mae White Table Wine White (Yakima Valley),White Blend,US,83,14.0,Paul Gregutt
47324,Domaine de Pellehaut 2016 Harmonie de Gascogne White (Côtes de Gascogne),White Blend,France,85,12.0,Roger Voss
47338,Waterbrook 2015 Melange Founder's White Blend White (Columbia Valley (WA)),White Blend,US,85,13.0,Sean P. Sullivan
47458,Bolney Wine Estate NV Bolney Bubbly White (England),White Blend,England,89,45.0,Anne Krebiehl MW
47462,Chronic Cellars 2015 Eunice White (Central Coast),White Blend,US,89,15.0,Matt Kettmann
47551,Donnafugata 2016 Anthilia White (Sicilia),White Blend,Italy,88,17.0,Kerin O’Keefe
47587,Producteurs Plaimont 2014 Domaine de Cassaigne White (Côtes de Gascogne),White Blend,France,88,15.0,Roger Voss
47692,Tinhof 2015 Blanc White (Burgenland),White Blend,Austria,89,19.0,Anne Krebiehl MW
47695,Decugnano dei Barbi 2013 Pourriture Noble  (Orvieto Classico Superiore),White Blend,Italy,89,40.0,Kerin O’Keefe
