,wine,variety,country,points,price,taster,twitter handle
27600,Il Colle 2011  Brunello di Montalcino,Sangiovese,Italy,96,45.0,Kerin O’Keefe,@kerinokeefe
27601,Biondi Santi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Italy,96,540.0,Kerin O’Keefe,@kerinokeefe
27604,Le Ragnaie 2012 VV  (Brunello di Montalcino),Sangiovese,Italy,95,125.0,Kerin O’Keefe,@kerinokeefe
27642,Pratesi 2005 Locorosso Sangiovese (Toscana),Sangiovese,Italy,90,35.0,,
27693,Valiano 2007  Chianti Classico,Sangiovese,Italy,88,21.0,,
27696,Fattoria di Grignano 2007 Riserva  (Chianti Rufina),Sangiovese,Italy,88,34.0,,
27698,Agricola Querciabella 2007 Querciabella  (Chianti Classico),Sangiovese,Italy,88,30.0,,
27703,Poderi Morini 2004 Nonno Ricco  (Sangiovese di Romagna),Sangiovese,Italy,88,22.0,,
27706,Castello del Trebbio 2006 Lastricato Riserva  (Chianti Rufina),Sangiovese,Italy,88,30.0,,
27707,Piandibugnano 2006 L'Erpico  (Montecucco),Sangiovese,Italy,88,29.0,,
27708,Poggio Mandorlo 2008 La Querce  (Montecucco),Sangiovese,Italy,88,,,
27741,Williamson Vineyard 2009 Sangiovese,Sangiovese,US,85,18.0,Sean P. Sullivan,@wawinereport
27828,Vasco Sassetti 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,86,,Kerin O’Keefe,@kerinokeefe
27839,Basile 2011 Ad Agio Riserva  (Montecucco),Sangiovese,Italy,86,37.0,Kerin O’Keefe,@kerinokeefe
27888,Castello d'Albola 2007 Riserva  (Chianti Classico),Sangiovese,Italy,89,28.0,,
27929,Niner 2008 Bootjack Ranch Sangiovese (Paso Robles),Sangiovese,US,85,24.0,,
28014,Uccelliera 2014  Rosso di Montalcino,Sangiovese,Italy,86,25.0,Kerin O’Keefe,@kerinokeefe
28027,La Togata 2014  Rosso di Montalcino,Sangiovese,Italy,86,32.0,Kerin O’Keefe,@kerinokeefe
28033,Pietranera 2014  Rosso di Montalcino,Sangiovese,Italy,86,,Kerin O’Keefe,@kerinokeefe
28041,Pinino 2014  Rosso di Montalcino,Sangiovese,Italy,86,15.0,Kerin O’Keefe,@kerinokeefe
28042,Poggio il Castellare 2014  Rosso di Montalcino,Sangiovese,Italy,86,23.0,Kerin O’Keefe,@kerinokeefe
28050,Il Borro 2008 Occhio di Pernice  (Vin Santo del Chianti),Sangiovese,Italy,90,,Kerin O’Keefe,@kerinokeefe
28077,Ruffino 2005 Riserva Santedame  (Chianti Classico),Sangiovese,Italy,88,,,
28085,Spadaio e Piecorto 2006  Chianti Classico,Sangiovese,Italy,88,,,
28096,Villa I Cipressi 2010 Zebras  (Brunello di Montalcino),Sangiovese,Italy,94,85.0,Kerin O’Keefe,@kerinokeefe
28099,Bolsignano 2010 Grazia  (Brunello di Montalcino),Sangiovese,Italy,94,90.0,Kerin O’Keefe,@kerinokeefe
28103,Ciacci Piccolomini d'Aragona 2010  Brunello di Montalcino,Sangiovese,Italy,94,,Kerin O’Keefe,@kerinokeefe
28104,Le Potazzine 2010  Brunello di Montalcino,Sangiovese,Italy,94,95.0,Kerin O’Keefe,@kerinokeefe
28108,Pian delle Querci 2006 Riserva  (Brunello di Montalcino),Sangiovese,Italy,94,50.0,Kerin O’Keefe,@kerinokeefe
28236,Abbadia Ardenga 2010  Brunello di Montalcino,Sangiovese,Italy,93,48.0,Kerin O’Keefe,@kerinokeefe
28244,La Fortuna 2010  Brunello di Montalcino,Sangiovese,Italy,93,60.0,Kerin O’Keefe,@kerinokeefe
28246,Gianni Brunelli 2010  Brunello di Montalcino,Sangiovese,Italy,93,67.0,Kerin O’Keefe,@kerinokeefe
28248,Altesino 2010 Montosoli  (Brunello di Montalcino),Sangiovese,Italy,93,125.0,Kerin O’Keefe,@kerinokeefe
28501,Vecchia Cantina di Montepulciano 2013 Poggio Stella  (Chianti Colli Senesi),Sangiovese,Italy,87,14.0,Kerin O’Keefe,@kerinokeefe
28513,Selvapiana 2011 Vigneto Bucerchiale Riserva  (Chianti Rufina),Sangiovese,Italy,87,34.0,Kerin O’Keefe,@kerinokeefe
28515,Tenuta di Morzano 2010 Emilio  (Chianti Superiore),Sangiovese,Italy,87,22.0,Kerin O’Keefe,@kerinokeefe
28748,Stefano Berti 2011 Bartimeo Sangiovese (Romagna),Sangiovese,Italy,84,14.0,,
28852,Vino 2015 Rosé Sangiovese (Washington),Sangiovese,US,86,12.0,Sean P. Sullivan,@wawinereport
28871,La Collina dei Lecci 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,87,52.0,Kerin O’Keefe,@kerinokeefe
28880,Pieve de' Pitti 2011 Moro di Pava Sangiovese (Toscana),Sangiovese,Italy,87,24.0,Kerin O’Keefe,@kerinokeefe
28881,Podere San Cristoforo 2015 Ameri Sangiovese (Toscana),Sangiovese,Italy,87,27.0,Kerin O’Keefe,@kerinokeefe
28883,Fattoria Montellori 2011 Dicatum Sangiovese (Toscana),Sangiovese,Italy,87,49.0,Kerin O’Keefe,@kerinokeefe
28890,Fanti 2010 Vigna Le Macchiarelle Riserva  (Brunello di Montalcino),Sangiovese,Italy,86,,Kerin O’Keefe,@kerinokeefe
28911,Codirosso 2010  Chianti,Sangiovese,Italy,83,10.0,,
28914,Poggio alle Sughere 2008 Sangiovese (Toscana),Sangiovese,Italy,83,12.0,,
29138,Feliz Noche 2011 Sangiovese (Santa Barbara County),Sangiovese,US,89,45.0,Matt Kettmann,@mattkettmann
29139,Lauren Ashton Cellars 2011 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,US,92,18.0,Paul Gregutt,@paulgwine 
29182,Eight Bells 2011 Red Willow Vineyard Sangiovese (Yakima Valley),Sangiovese,US,85,20.0,Paul Gregutt,@paulgwine 
29285,Campogiovanni 2010 Il Quercione Riserva  (Brunello di Montalcino),Sangiovese,Italy,89,110.0,Kerin O’Keefe,@kerinokeefe
29286,Canalicchio Franco Pacenti 2011  Brunello di Montalcino,Sangiovese,Italy,89,70.0,Kerin O’Keefe,@kerinokeefe
29293,Melini 2011 Vigneti La Selvanella Riserva  (Chianti Classico),Sangiovese,Italy,89,28.0,Kerin O’Keefe,@kerinokeefe
29305,Fattoria della Talosa 2012  Vino Nobile di Montepulciano,Sangiovese,Italy,89,33.0,Kerin O’Keefe,@kerinokeefe
29310,Fattoria di Magliano 2013 Sinarra  (Maremma Toscana),Sangiovese,Italy,89,28.0,Kerin O’Keefe,@kerinokeefe
29311,Fornacina 2011  Brunello di Montalcino,Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
29375,Volpaia 2010 Il Puro Gran Selezione  (Chianti Classico),Sangiovese,Italy,93,150.0,Kerin O’Keefe,@kerinokeefe
29382,Fattoria di Corsignano 2010 L'Imperatrice Gran Selezione  (Chianti Classico),Sangiovese,Italy,93,70.0,Kerin O’Keefe,@kerinokeefe
29419,Castello di Amorosa 2012 Sangiovese (Napa Valley),Sangiovese,US,88,30.0,Virginie Boone,@vboone
29518,Paradiso di Frassina 2011 Flauto Magico Riserva  (Brunello di Montalcino),Sangiovese,Italy,85,149.0,Kerin O’Keefe,@kerinokeefe
29773,Cantalici L'Antica Fornace di Ridolfo 2011 Baruffo  (Chianti Classico),Sangiovese,Italy,92,22.0,Kerin O’Keefe,@kerinokeefe
30077,Straccali 2010  Chianti,Sangiovese,Italy,85,10.0,,
30208,Castello di Bossi 2010  Chianti Classico,Sangiovese,Italy,89,20.0,,
30232,Castelluccio 2011 Le More Sangiovese (Romagna),Sangiovese,Italy,86,16.0,,
30237,Poderi Morini 2011 MorAle  (Sangiovese di Romagna Superiore),Sangiovese,Italy,86,14.0,,
30328,Cana's Feast 2012 Sangiovese (Columbia Valley (WA)),Sangiovese,US,85,30.0,Sean P. Sullivan,@wawinereport
30618,Muscardini 2013 Alice's Vineyards Rosato di Sangiovese (Sonoma Valley),Sangiovese,US,87,24.0,Virginie Boone,@vboone
30795,Bindi Sergardi 2010 Mocenni 89 Gran Selezione  (Chianti Classico),Sangiovese,Italy,92,60.0,Kerin O’Keefe,@kerinokeefe
30796,Casa Emma 2010 Gran Selezione  (Chianti Classico),Sangiovese,Italy,92,38.0,Kerin O’Keefe,@kerinokeefe
30843,Antinori 1999 Pèppoli  (Chianti Classico),Sangiovese,Italy,87,23.0,Michael Schachner,@wineschach
30853,Terrabianca 2000 Scassino  (Chianti Classico),Sangiovese,Italy,87,20.0,,
30859,Poliziano 2000  Rosso di Montepulciano,Sangiovese,Italy,87,20.0,Michael Schachner,@wineschach
30860,Castello di Monsanto 1998 Riserva  (Chianti Classico),Sangiovese,Italy,87,23.0,Michael Schachner,@wineschach
30867,Castellani 1997 Villa Teseo Sangiovese (Toscana),Sangiovese,Italy,87,13.0,,
30870,Melini 1998 Riserva La Selvanella  (Chianti Classico),Sangiovese,Italy,87,23.0,Roger Voss,@vossroger
30889,Girasole 2010 Sangiovese (Mendocino),Sangiovese,US,82,13.0,Virginie Boone,@vboone
30896,Orfila 2010 Estate Sangiovese,Sangiovese,US,82,30.0,Virginie Boone,@vboone
30989,Giovanna Madonia 2008 Ombroso Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Italy,88,45.0,,
30995,Stefano Berti 2008 Calisto Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Italy,88,38.0,,
31092,Mocali 2005 I Piaggioni Sangiovese (Toscana),Sangiovese,Italy,86,16.0,,
31113,Bella Luna 2012 Grosso Sangiovese (San Benito County),Sangiovese,US,85,45.0,Matt Kettmann,@mattkettmann
31160,Principe Corsini Fattoria Le Corti 2007 Don Tommaso  (Chianti Classico),Sangiovese,Italy,92,48.0,,
31236,Podere La Cappella 1997 Querciolo Riserva  (Chianti Classico),Sangiovese,Italy,84,22.0,,
31240,Le Torri 1998  Chianti Colli Fiorentini,Sangiovese,Italy,84,10.0,,
31241,Ruffino 1999 Aziano  (Chianti Classico),Sangiovese,Italy,84,15.0,,
31250,Gattavecchi 1998  Chianti Colli Senesi,Sangiovese,Italy,84,11.0,,
31253,Terre del Principe 1998  Chianti,Sangiovese,Italy,84,11.0,,
31254,Querceto 1996 Riserva  (Chianti Classico),Sangiovese,Italy,84,18.0,,
31256,Cecchi 1998  Chianti Classico,Sangiovese,Italy,84,12.0,,
31257,Borgo Salcetino 1998  Chianti Classico,Sangiovese,Italy,84,17.0,,
31259,VinArte 1998  Chianti,Sangiovese,Italy,84,7.0,,
31261,Poggio Salvi 1998  Chianti Colli Senesi,Sangiovese,Italy,84,15.0,,
31262,Piccini 1998  Chianti Classico,Sangiovese,Italy,84,11.0,,
31263,Vasari 1998  Chianti Colli Aretini,Sangiovese,Italy,84,11.0,,
31317,Le Casalte 2013 Quercetonda  (Vino Nobile di Montepulciano),Sangiovese,Italy,87,50.0,Kerin O’Keefe,@kerinokeefe
31320,Nobilissima 2015  Chianti,Sangiovese,Italy,87,15.0,Kerin O’Keefe,@kerinokeefe
31325,Guicciardini Strozzi 2015 Titolato Strozzi  (Chianti Colli Senesi),Sangiovese,Italy,87,19.0,Kerin O’Keefe,@kerinokeefe
31329,La Fornace 2012 Origini  (Brunello di Montalcino),Sangiovese,Italy,86,65.0,Kerin O’Keefe,@kerinokeefe
31340,Uggiano 2012  Brunello di Montalcino,Sangiovese,Italy,86,,Kerin O’Keefe,@kerinokeefe
31494,Col d'Orcia 2009  Brunello di Montalcino,Sangiovese,Italy,89,55.0,Kerin O’Keefe,@kerinokeefe
31499,Il Poggiolo 2008 Riserva  (Brunello di Montalcino),Sangiovese,Italy,89,70.0,Kerin O’Keefe,@kerinokeefe
31515,Fattoi 2009  Brunello di Montalcino,Sangiovese,Italy,89,65.0,Kerin O’Keefe,@kerinokeefe
31521,Mocali 2009 Vigna delle Raunate  (Brunello di Montalcino),Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
31608,Fattoria Tregole 2011  Chianti Classico,Sangiovese,Italy,89,20.0,Kerin O’Keefe,@kerinokeefe
31621,Bibbiano 2011 Montornello  (Chianti Classico),Sangiovese,Italy,89,25.0,Kerin O’Keefe,@kerinokeefe
31623,Casina di Cornia 2008 Vigna La Casina  (Chianti Classico),Sangiovese,Italy,89,45.0,Kerin O’Keefe,@kerinokeefe
31626,Tenuta di Nozzole 2010 Riserva  (Chianti Classico),Sangiovese,Italy,89,50.0,Kerin O’Keefe,@kerinokeefe
31627,Terre di Fiori 2010 Ventaio  (Morellino di Scansano),Sangiovese,Italy,89,27.0,Kerin O’Keefe,@kerinokeefe
31664,Molinari Carlo 2010  Brunello di Montalcino,Sangiovese,Italy,89,80.0,Kerin O’Keefe,@kerinokeefe
31666,Podere Paganico 2010  Brunello di Montalcino,Sangiovese,Italy,89,40.0,Kerin O’Keefe,@kerinokeefe
31670,Tenuta Friggiali 2010  Brunello di Montalcino,Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
31671,Tenuta Vitanza 2010  Brunello di Montalcino,Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
31721,Pedroncelli 2006 Alto Vineyards Sangiovese (Dry Creek Valley),Sangiovese,US,88,14.0,,
31919,Donna Olga 2004 Arte  (Brunello di Montalcino),Sangiovese,Italy,90,,,
31923,Volpaia 2007 Il Puro Casanova  (Chianti Classico),Sangiovese,Italy,90,158.0,,
31984,Altesino 2012  Rosso di Montalcino,Sangiovese,Italy,89,20.0,Kerin O’Keefe,@kerinokeefe
31987,Castello San Donato in Perano 2010  Chianti Classico,Sangiovese,Italy,89,25.0,Kerin O’Keefe,@kerinokeefe
32069,Umberto Cesari 2010 Riserva  (Sangiovese di Romagna),Sangiovese,Italy,88,25.0,,
32083,Altesino 2012 Palazzo Altesi Sangiovese (Toscana),Sangiovese,Italy,89,40.0,Kerin O’Keefe,@kerinokeefe
32145,Snake River 2009 Arena Valley Vineyard Sangiovese,Sangiovese,US,86,19.0,Paul Gregutt,@paulgwine 
32168,Coppiere 2013  Chianti Classico,Sangiovese,Italy,86,15.0,Kerin O’Keefe,@kerinokeefe
32172,Fattoria Bini 2013  Chianti,Sangiovese,Italy,86,16.0,Kerin O’Keefe,@kerinokeefe
32358,Mt. Konocti Winery 2013 Sangiovese (Lake County),Sangiovese,US,89,28.0,Jim Gordon,@gordone_cellars
32392,Vino Noceto 2013 Sangiovese (Amador County),Sangiovese,US,87,19.0,Jim Gordon,@gordone_cellars
32417,Tenuta San Giorgio 2012 Ugolforte  (Brunello di Montalcino),Sangiovese,Italy,91,60.0,Kerin O’Keefe,@kerinokeefe
32422,Castelli Martinozzi 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,91,75.0,Kerin O’Keefe,@kerinokeefe
32519,Ruffino 2008  Chianti,Sangiovese,Italy,84,10.0,,
32581,Finn Hill 2016 Blondie Rosé of Sangiovese (Rattlesnake Hills),Sangiovese,US,86,20.0,Sean P. Sullivan,@wawinereport
32649,Mosby 2007 Sangiovese (Santa Barbara County),Sangiovese,US,87,28.0,,
32783,Le Macioche 2011  Brunello di Montalcino,Sangiovese,Italy,90,70.0,Kerin O’Keefe,@kerinokeefe
32795,Piccini 2010 Villa al Cortile Riserva  (Brunello di Montalcino),Sangiovese,Italy,90,60.0,Kerin O’Keefe,@kerinokeefe
32798,Podere Scopetone 2011  Brunello di Montalcino,Sangiovese,Italy,90,60.0,Kerin O’Keefe,@kerinokeefe
32799,Sesta di Sopra 2011  Brunello di Montalcino,Sangiovese,Italy,90,70.0,Kerin O’Keefe,@kerinokeefe
32806,Argiano 2011  Brunello di Montalcino,Sangiovese,Italy,90,66.0,Kerin O’Keefe,@kerinokeefe
32876,Fontodi 2004 Flaccianello Sangiovese (Colli della Toscana Centrale),Sangiovese,Italy,92,120.0,,
32901,Castelgiocondo 2010  Brunello di Montalcino,Sangiovese,Italy,91,79.0,Kerin O’Keefe,@kerinokeefe
32903,Castiglion del Bosco 2008 Millecento  (Brunello di Montalcino),Sangiovese,Italy,91,200.0,Kerin O’Keefe,@kerinokeefe
32905,Pietra Santa 2010 Sangiovese (Cienega Valley),Sangiovese,US,91,18.0,Matt Kettmann,@mattkettmann
32913,Altamura 2004 Sangiovese (Napa Valley),Sangiovese,US,89,45.0,,
32950,Gagliole 2007 Rubiolo  (Chianti Classico),Sangiovese,Italy,87,,,
32954,Antico Borgo di Sugame 2006 Riserva  (Chianti Classico),Sangiovese,Italy,87,,,
32959,Collelungo 2006 Riserva  (Chianti Classico),Sangiovese,Italy,87,,,
33040,Muscardini 2009 Rosato di Sangiovese Monte Rosso Vineyards Sangiovese (Sonoma Valley),Sangiovese,US,87,22.0,,
33064,Il Poggione 2014  Rosso di Montalcino,Sangiovese,Italy,87,30.0,Kerin O’Keefe,@kerinokeefe
33161,Citille di Sopra 2011 Riserva  (Brunello di Montalcino),Sangiovese,Italy,87,80.0,Kerin O’Keefe,@kerinokeefe
33176,Verbena 2012  Brunello di Montalcino,Sangiovese,Italy,87,40.0,Kerin O’Keefe,@kerinokeefe
33185,Bonacchi 2012 Molino del Piano  (Brunello di Montalcino),Sangiovese,Italy,87,40.0,Kerin O’Keefe,@kerinokeefe
33187,Camigliano 2011 Gualto  (Brunello di Montalcino),Sangiovese,Italy,87,100.0,Kerin O’Keefe,@kerinokeefe
33276,Dievole 2013 Novecento Riserva  (Chianti Classico),Sangiovese,Italy,87,35.0,Kerin O’Keefe,@kerinokeefe
33280,Fattoria di Petroio 2011 Lenzi Riserva  (Chianti Classico),Sangiovese,Italy,87,37.0,Kerin O’Keefe,@kerinokeefe
33417,Brunelli Martoccia 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,88,80.0,Kerin O’Keefe,@kerinokeefe
33452,Le Ragnaie 2013  Rosso di Montalcino,Sangiovese,Italy,88,30.0,Kerin O’Keefe,@kerinokeefe
33457,Novelty Hill 2013 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,US,88,28.0,Sean P. Sullivan,@wawinereport
33482,Benessere 2014 Estate St. Helena Vineyard Rosato di Sangiovese (Napa Valley),Sangiovese,US,87,18.0,Virginie Boone,@vboone
33582,Querciavalle 2006 Riserva  (Chianti Classico),Sangiovese,Italy,88,34.0,,
33583,Terre di Fiori 2008 Ventaio  (Morellino di Scansano),Sangiovese,Italy,88,,,
33584,Terre di Talamo 2008 Tempo  (Morellino di Scansano),Sangiovese,Italy,88,,,
33586,Villa Travignoli 2006 Riserva  (Chianti Rufina),Sangiovese,Italy,88,,,
33588,Fattoria di Casalbosco 2005 Porpora Riserva  (Chianti),Sangiovese,Italy,88,20.0,,
33589,Fattoria Zerbina 2009 Il 500  (Sangiovese di Romagna),Sangiovese,Italy,88,11.0,,
33592,Jacopo Biondi-Santi 2007 Castello di Montepò  (Morellino di Scansano),Sangiovese,Italy,88,29.0,,
33594,Suberli 2006 Riserva  (Morellino di Scansano),Sangiovese,Italy,88,25.0,,
33595,Tenuta Villa Trasqua 2006 Riserva  (Chianti Classico),Sangiovese,Italy,88,30.0,,
33598,Castelli del Grevepesa 2007 Lamole  (Chianti Classico),Sangiovese,Italy,88,,,
33639,Leonetti Cellar 2014 Sangiovese (Walla Walla Valley (WA)),Sangiovese,US,89,70.0,Sean P. Sullivan,@wawinereport
33667,Ridolfi 2015  Rosso di Montalcino,Sangiovese,Italy,90,30.0,Kerin O’Keefe,@kerinokeefe
33668,Romeo 2011 Lipitiresco  (Vino Nobile di Montepulciano),Sangiovese,Italy,90,64.0,Kerin O’Keefe,@kerinokeefe
33681,La Fornace 2012  Brunello di Montalcino,Sangiovese,Italy,90,65.0,Kerin O’Keefe,@kerinokeefe
33683,Marchesato degli Aleramici 2012  Brunello di Montalcino,Sangiovese,Italy,90,50.0,Kerin O’Keefe,@kerinokeefe
33742,Muscardini 2010 Pauli Ranch Sangiovese (Redwood Valley),Sangiovese,US,86,36.0,Virginie Boone,@vboone
33748,Barbi 2009 Il Ruspo Sangiovese (Umbria),Sangiovese,Italy,86,,,
33833,Ventosa 2007 Sangiovese (Finger Lakes),Sangiovese,US,81,29.0,Anna Lee C. Iijima,
33864,Solaria 2009  Brunello di Montalcino,Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
33865,Tenuta Vitanza 2009 Andretta  (Brunello di Montalcino),Sangiovese,Italy,87,50.0,Kerin O’Keefe,@kerinokeefe
33872,La Mannella 2009  Brunello di Montalcino,Sangiovese,Italy,87,85.0,Kerin O’Keefe,@kerinokeefe
33873,La Pieve 2009  Brunello di Montalcino,Sangiovese,Italy,87,60.0,Kerin O’Keefe,@kerinokeefe
33880,Ridolfi 2009  Brunello di Montalcino,Sangiovese,Italy,86,36.0,Kerin O’Keefe,@kerinokeefe
33883,Talenti 2009  Brunello di Montalcino,Sangiovese,Italy,86,60.0,Kerin O’Keefe,@kerinokeefe
33885,Tenute Niccolai 2009 Bellarina  (Brunello di Montalcino),Sangiovese,Italy,86,,Kerin O’Keefe,@kerinokeefe
33907,Castellani 2010 Vigneti di Campomaggio Riserva  (Chianti Classico),Sangiovese,Italy,89,37.0,Kerin O’Keefe,@kerinokeefe
34233,Poderi Morini 2009 Nonno Rico Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Italy,88,,,
34273,Lisini 2012  Brunello di Montalcino,Sangiovese,Italy,94,80.0,Kerin O’Keefe,@kerinokeefe
34317,Collemattoni 2014  Rosso di Montalcino,Sangiovese,Italy,84,20.0,Kerin O’Keefe,@kerinokeefe
34365,Mazzei 2008 Tenuta Belguardo Bronzone  (Morellino di Scansano),Sangiovese,Italy,88,30.0,,
34403,Tulpen 2007 Sangiovese (Columbia Valley (WA)),Sangiovese,US,91,20.0,Paul Gregutt,@paulgwine 
34460,Pope Valley Winery 2006 Eakle Ranch Sangiovese (Napa Valley),Sangiovese,US,87,18.0,,
34963,Spinelli 2008 Sangiovese (Terre di Chieti),Sangiovese,Italy,83,8.0,,
34964,Castello del Trebbio 2009  Chianti,Sangiovese,Italy,83,13.0,,
35066,Fassati 2009 Selciaia  (Rosso di Montepulciano),Sangiovese,Italy,83,,,
35074,Podere Guado al Melo 2007 Bacco in Toscana  (Bolgheri),Sangiovese,Italy,83,10.0,,
35075,Tiamo 2008 Sangiovese (Marche),Sangiovese,Italy,83,11.0,,
35078,La Castellina 2007  Chianti Classico,Sangiovese,Italy,83,19.0,,
35098,Fattoria La Lecciaia 2008 Riserva  (Brunello di Montalcino),Sangiovese,Italy,87,52.0,Kerin O’Keefe,@kerinokeefe
35144,Rosa d'Oro 2009 Roumiguiere Sangiovese (Clear Lake),Sangiovese,US,86,20.0,Virginie Boone,@vboone
35201,Fattoria Carpineta Fontalpino 2013  Chianti Classico,Sangiovese,Italy,91,28.0,Kerin O’Keefe,@kerinokeefe
35215,Volpaia 2013 Riserva  (Chianti Classico),Sangiovese,Italy,91,29.0,Kerin O’Keefe,@kerinokeefe
35349,Il Borro 2011 Bolle di Borro Brut Metodo Classico Sangiovese (Vino Spumante),Sangiovese,Italy,92,50.0,Kerin O’Keefe,@kerinokeefe
35379,Mazzei 2008 Castello Fonterutoli  (Chianti Classico),Sangiovese,Italy,92,60.0,,
35394,Mazzei 2008 Ser Lapo Riserva  (Chianti Classico),Sangiovese,Italy,92,30.0,,
35403,Melini 2011 Governo All'Uso Toscano  (Chianti),Sangiovese,Italy,88,13.0,,
35410,Valiano 2008 Poggio Teo  (Chianti Classico),Sangiovese,Italy,88,25.0,,
35415,Fattoria Del Cerro 2011  Chianti Colli Senesi,Sangiovese,Italy,88,13.0,,
35426,Castellare di Castellina 2010  Chianti Classico,Sangiovese,Italy,88,16.0,,
35428,Viticcio 2008 Prunaio Sangiovese (Toscana),Sangiovese,Italy,88,55.0,,
35501,Barra of Mendocino 2012 Estate Grown Organic Grapes Sangiovese (Mendocino),Sangiovese,US,82,18.0,Jim Gordon,@gordone_cellars
35550,Carpineto 2008 Riserva  (Chianti Classico),Sangiovese,Italy,91,28.0,,
35572,Suberli 2009 Riserva  (Morellino di Scansano),Sangiovese,Italy,91,32.0,,
35785,San Polo 2010  Brunello di Montalcino,Sangiovese,Italy,90,60.0,Kerin O’Keefe,@kerinokeefe
35788,Tenute del Cerro 2009 Poggio Abate Riserva  (Brunello di Montalcino),Sangiovese,Italy,90,81.0,Kerin O’Keefe,@kerinokeefe
35800,Molinari Carlo 2010  Brunello di Montalcino,Sangiovese,Italy,89,80.0,Kerin O’Keefe,@kerinokeefe
35802,Podere Paganico 2010  Brunello di Montalcino,Sangiovese,Italy,89,40.0,Kerin O’Keefe,@kerinokeefe
35914,Seghesio 2012 Venom Rattlesnake Hill Vineyard Sangiovese (Alexander Valley),Sangiovese,US,91,54.0,Virginie Boone,@vboone
35922,Benessere 2013 Estate St. Helena Vineyard Sangiovese (St. Helena),Sangiovese,US,91,32.0,Virginie Boone,@vboone
35933,Fattoria dei Barbi 2011  Brunello di Montalcino,Sangiovese,Italy,91,55.0,Kerin O’Keefe,@kerinokeefe
36044,Rusack 2009 Sangiovese (Santa Ynez Valley),Sangiovese,US,86,32.0,,
36093,Viento 2005 Cuvée Tuition Sangiovese (Columbia Valley (WA)),Sangiovese,US,88,20.0,Paul Gregutt,@paulgwine 
36148,Avignonesi 2011  Vino Nobile di Montepulciano,Sangiovese,Italy,92,29.0,Kerin O’Keefe,@kerinokeefe
36151,Castello di Radda 2010 Gran Selezione  (Chianti Classico),Sangiovese,Italy,92,100.0,Kerin O’Keefe,@kerinokeefe
36265,Rocca delle Macìe 2006 Campomaccione  (Morellino di Scansano),Sangiovese,Italy,87,16.0,,
36286,Le Chiuse 2009  Brunello di Montalcino,Sangiovese,Italy,90,50.0,Kerin O’Keefe,@kerinokeefe
36300,Canalicchio di Sopra 2009  Brunello di Montalcino,Sangiovese,Italy,90,57.0,Kerin O’Keefe,@kerinokeefe
36306,La Gerla 2009  Brunello di Montalcino,Sangiovese,Italy,90,50.0,Kerin O’Keefe,@kerinokeefe
36626,Tolaini 2011 Gran Selezione  (Chianti Classico),Sangiovese,Italy,91,40.0,Kerin O’Keefe,@kerinokeefe
36642,Il Macchione 2010  Vino Nobile di Montepulciano,Sangiovese,Italy,91,36.0,Kerin O’Keefe,@kerinokeefe
36778,Falchini 2003 Paretaio Sangiovese (Toscana),Sangiovese,Italy,86,,,
36836,Naggiar 2012 Estate Sangiovese (Sierra Foothills),Sangiovese,US,89,22.0,Jim Gordon,@gordone_cellars
36850,La Traiana 2008  Chianti Superiore,Sangiovese,Italy,86,,,
36853,Rocca delle Macìe 2009  Morellino di Scansano,Sangiovese,Italy,86,16.0,,
36854,Ruffino 2008  Chianti Superiore,Sangiovese,Italy,86,12.0,,
36855,Selvapiana 2008  Chianti Rufina,Sangiovese,Italy,86,,,
36860,Grati 2008 Fattoria di Vetrice  (Chianti Rufina),Sangiovese,Italy,86,,,
36861,Straccali 2007  Chianti Classico,Sangiovese,Italy,86,15.0,,
36862,Tenuta di Trecciano 2008 Terra di Siena  (Chianti Colli Senesi),Sangiovese,Italy,86,,,
36984,Casanova di Neri 1999  Brunello di Montalcino,Sangiovese,Italy,93,70.0,Michael Schachner,@wineschach
36986,Il Poggione 1999  Brunello di Montalcino,Sangiovese,Italy,93,62.0,Michael Schachner,@wineschach
36987,Altesino 1999  Brunello di Montalcino,Sangiovese,Italy,93,60.0,Michael Schachner,@wineschach
36988,Antinori 1999 Pian delle Vigne  (Brunello di Montalcino),Sangiovese,Italy,93,80.0,Michael Schachner,@wineschach
36989,Tenute Silvio Nardi 1999  Brunello di Montalcino,Sangiovese,Italy,93,55.0,Michael Schachner,@wineschach
36994,Fanti 1999  Brunello di Montalcino,Sangiovese,Italy,92,80.0,Michael Schachner,@wineschach
