,Wine,Variety,Country,Points,Price,Taster
17187,Tasca d'Almerita 2013 Leone d'Almerita White (Sicilia),White Blend,Italy,89,20.0,Kerin O’Keefe
17193,Domaine Perraud 2012  Mâcon La Roche Vineuse,Chardonnay,France,89,28.0,Roger Voss
17196,Fox Run 2013 Doyle Family Vineyard Chardonnay (Finger Lakes),Chardonnay,US,89,11.0,Anna Lee C. Iijima
17207,Vermeil 2011 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,24.0,
17210,Arregi 2011 White (Getariako Txakolina),White Blend,Spain,86,20.0,Michael Schachner
17218,Domaine Schoffit 2010 Vieilles Vignes White (Alsace),White Blend,France,86,,Roger Voss
17227,South Coast 2014 Winemaker's Signature Collection Sauvignon Blanc (Temecula Valley),Sauvignon Blanc,US,86,16.0,Matt Kettmann
17228,Spindrift Cellars 2013 OSU Woodhall III Chardonnay (Willamette Valley),Chardonnay,US,86,25.0,Paul Gregutt
17240,Undurraga 2014 U Estate Grown Sauvignon Blanc (Maipo Valley),Sauvignon Blanc,Chile,86,10.0,Michael Schachner
17245,Insatiable 2013 Chardonnay (California),Chardonnay,US,85,13.0,Jim Gordon
17247,Producteurs Plaimont 2014 Colombelle L'Original White (Côtes de Gascogne),White Blend,France,85,,Roger Voss
17253,Dr. Loosen 2009 Erdener Treppchen Kabinett Riesling (Mosel),Riesling,Germany,89,26.0,Joe Czerwinski
17255,Hartenberg 2006 The Eleanor Chardonnay (Stellenbosch),Chardonnay,South Africa,89,53.0,Lauren Buzzeo
17264,Estate Constantin Gofas 2009 Mythic River White (Korinthia),White Blend,Greece,89,15.0,Susan Kostrzewa
17273,Wittmann 2008 Trocken Riesling (Rheinhessen),Riesling,Germany,89,25.0,
17280,Boheme 2009 Taylor Ridge Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,94,45.0,
17282,Domaine Jean-Paul et Benoît Droin 2010 Valmur Grand Cru  (Chablis),Chardonnay,France,94,60.0,Roger Voss
17283,Domaine Vincent Girardin 2010 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,France,94,80.0,Roger Voss
17287,La Chablisienne 2009 Château Grenouilles Grand Cru  (Chablis),Chardonnay,France,94,90.0,Roger Voss
17298,Domaine Jean-Paul et Benoît Droin 2010 Grenouilles Grand Cru  (Chablis),Chardonnay,France,94,70.0,Roger Voss
17302,La Chablisienne 2009 Les Preuses Grand Cru  (Chablis),Chardonnay,France,93,70.0,Roger Voss
17304,Matetic 2013 EQ Coastal Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,20.0,Michael Schachner
17306,Nigl 2013 Dornleiten Riesling (Kremstal),Riesling,Austria,89,29.0,Anne Krebiehl MW
17308,Prinz von Hessen 2012 Royal Kabinett Riesling (Rheingau),Riesling,Germany,89,25.0,Anna Lee C. Iijima
17320,Dr. Fischer 2012 Saarburger Old Vines Trocken Riesling (Mosel),Riesling,Germany,89,16.0,Anna Lee C. Iijima
17321,Dr. H. Thanisch (Erben Müller-Burggraef) 2012 Braunberger Juffer-Sonnenuhr Spatlëse Riesling (Mosel),Riesling,Germany,89,28.0,Anna Lee C. Iijima
17324,Gross 2013 Steirische Klassik Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,89,,Anne Krebiehl MW
17328,Bollig-Lehnert 2012 Piesperter Goldtröpfchen Spätlese Riesling (Mosel),Riesling,Germany,89,21.0,Anna Lee C. Iijima
17331,C. von Nell-Breuning 1995 Kaseler Dominikanerberg Spätlese Riesling (Mosel),Riesling,Germany,90,27.0,Anna Lee C. Iijima
17340,Maximin Grünhäuser 2014 Abtsberg Alte Reben Trocken Riesling (Mosel),Riesling,Germany,90,48.0,Anna Lee C. Iijima
17342,Nicholson Ranch 2013 Estate Chardonnay (Sonoma Valley),Chardonnay,US,90,36.0,Virginie Boone
17347,Quinta da Lagoalva de Cima 2014 Late Harvest White (Tejo),White Blend,Portugal,90,20.0,Roger Voss
17353,Johannishof 2014 Charta Riesling (Rheingau),Riesling,Germany,90,22.0,Anna Lee C. Iijima
17354,Karl Schaefer 2014 Dürkheimer Spielberg Erste Lage Dry Riesling (Pfalz),Riesling,Germany,90,34.0,Anna Lee C. Iijima
17358,Dr. H. Thanisch (Erben Thanisch) 2014 Bernkasteler Badstube Spätlese Riesling (Mosel),Riesling,Germany,90,38.0,Anna Lee C. Iijima
17360,Paul Anheuser 2015 Schlossböckelheimer Königsfels Kabinett Riesling (Nahe),Riesling,Germany,88,16.0,Anna Lee C. Iijima
17368,Board Track Racer 2015 Chardonnay (Yakima Valley),Chardonnay,US,88,28.0,Sean P. Sullivan
17369,Brick & Mortar 2015 Cougar Rock Vineyard Chardonnay (Napa Valley),Chardonnay,US,88,42.0,Virginie Boone
17374,Cambria 2015 Clone 4 Chardonnay (Santa Maria Valley),Chardonnay,US,88,30.0,Matt Kettmann
17376,Cave du Roi Dagobert 2016 Découverte Riesling (Alsace),Riesling,France,88,18.0,Anne Krebiehl MW
17383,Domaine G. Metz 2016 Melody Riesling (Alsace),Riesling,France,88,19.0,Anne Krebiehl MW
17384,Fog Crest 2014 Chardonnay (Russian River Valley),Chardonnay,US,88,29.0,Virginie Boone
17390,Baiting Hollow Farm Vineyard 2011 White Satin White (North Fork of Long Island),White Blend,US,85,25.0,Anna Lee C. Iijima
17399,Pumphouse 2012 White (North Fork of Long Island),White Blend,US,84,11.0,Anna Lee C. Iijima
17400,River Road 2013 Un-Oaked Chardonnay (Sonoma County),Chardonnay,US,84,14.0,Virginie Boone
17404,Viña Casablanca 2014 Cefiro Reserva Chardonnay (Casablanca Valley),Chardonnay,Chile,84,12.0,Michael Schachner
17405,Paul Buisse 2013 Sauvignon Blanc (Touraine),Sauvignon Blanc,France,84,13.0,Roger Voss
17409,Siegel 2014 Crucero Collection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Chile,84,13.0,Michael Schachner
17412,Santa Carolina 2014 Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,84,11.0,Michael Schachner
17417,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,84,13.0,Michael Schachner
17420,Testarossa 2006 Castello Chardonnay (Central Coast),Chardonnay,US,87,30.0,
17427,Leth 2006 Felser Weinberge Riesling (Wagram-Donauland),Riesling,Austria,87,18.0,Roger Voss
17434,Il Falchetto 2006 Chardonnay (Langhe),Chardonnay,Italy,87,17.0,
17435,Chanoine 2003 Tsarine Grand Cru Blanc de Blancs Chardonnay (Champagne),Chardonnay,France,87,75.0,Roger Voss
17448,Baron Knyphausen 2009 Erbacher Steinmorgen Erstes Gewächs Trocken Riesling (Rheingau),Riesling,Germany,88,55.0,Joe Czerwinski
17449,Bodega Renacer 2010 Punto Final Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,88,12.0,Michael Schachner
17450,Carl Ehrhard 2008 Rudesheimer Kabinett Dry Riesling (Rheingau),Riesling,Germany,88,15.0,Joe Czerwinski
17471,Wittmann 2009 Westhofen Morstein GG Trocken Riesling (Rheinhessen),Riesling,Germany,88,92.0,Joe Czerwinski
17473,Otazu 2015 Chardonnay (Navarra),Chardonnay,Spain,89,14.0,Michael Schachner
17474,Owen Roe 2014 DuBrul Vineyard Chardonnay (Yakima Valley),Chardonnay,US,89,48.0,Sean P. Sullivan
17481,Tenor 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,US,89,48.0,Sean P. Sullivan
17482,Tenshen 2015 White (Central Coast),White Blend,US,89,20.0,Matt Kettmann
17483,Allimant-Laugner 2015 Riesling (Alsace),Riesling,France,89,18.0,Anne Krebiehl MW
17487,Hosmer 2015 Sauvignon Blanc (Cayuga Lake),Sauvignon Blanc,US,89,20.0,Anna Lee C. Iijima
17488,Inspire Moore 2015 Joy Dry Riesling (Finger Lakes),Riesling,US,89,15.0,Anna Lee C. Iijima
17489,Joullian 2014 Roger Rose Vineyard Chardonnay (Arroyo Seco),Chardonnay,US,89,30.0,Matt Kettmann
17493,Undurraga 2014 TH Terroir Hunter Lo Abarca Sauvignon Blanc (San Antonio),Sauvignon Blanc,Chile,89,21.0,Michael Schachner
17498,Broadside 2014 Wild Ferment Chardonnay (Central Coast),Chardonnay,US,89,18.0,Matt Kettmann
17507,Egon Müller 2006 Scharzhof Riesling (Mosel-Saar-Ruwer),Riesling,Germany,89,23.0,Joe Czerwinski
17511,Veramonte 2008 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,13.0,Michael Schachner
17513,Casa Marin 2008 Cipreses Vineyard Sauvignon Blanc (San Antonio),Sauvignon Blanc,Chile,89,25.0,Michael Schachner
17520,Colterenzio 2006 Formigar Cornell Chardonnay (Alto Adige),Chardonnay,Italy,89,39.0,
17522,Crowded House 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,25.0,Joe Czerwinski
17525,Dr. H. Thanisch (Erben Thanisch) 2007 Berncasteler Doctor Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,Germany,89,39.0,Joe Czerwinski
17526,Dr. Wagner 2007 Ockfener Bockstein Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,Germany,89,24.0,Joe Czerwinski
17537,Sierra Cantabria 2013 Organza White (Rioja),White Blend,Spain,86,25.0,Michael Schachner
17538,Slow Press 2013 Chardonnay (Monterey County),Chardonnay,US,86,17.0,Matt Kettmann
17546,Domaine des Nugues 2014  Beaujolais Blanc,Chardonnay,France,86,20.0,Roger Voss
17551,Mercy 2013 Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,86,16.0,Matt Kettmann
17555,Rock Wall 2014 Sauvignon Blanc (Lake County),Sauvignon Blanc,US,86,18.0,Jim Gordon
17556,Rocky Hill 2013 Richard Dinner Vineyard Buddy's Blend White (Sonoma Mountain),White Blend,US,86,24.0,Virginie Boone
17558,Simi 2014 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,86,14.0,Virginie Boone
17564,Casas del Toqui 2015 Barrel Series Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,87,14.0,Michael Schachner
17572,Heron Hill 2014 Semi-Sweet Riesling (Finger Lakes),Riesling,US,87,14.0,Anna Lee C. Iijima
17584,Dopff Au Moulin 2015 Riesling (Alsace),Riesling,France,87,16.0,Anne Krebiehl MW
17589,Woodbury 2013 Semi Dry Riesling (New York),Riesling,US,87,18.0,Anna Lee C. Iijima
17594,4 Cellars 2015 Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,25.0,Sean P. Sullivan
17596,Boutinot 2015 Domaine des Terreaux  (Bourgogne),Chardonnay,France,87,15.0,Roger Voss
17599,Château de Lavernette 2015 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Chardonnay,France,87,45.0,Roger Voss
17603,Domaine Saumaize-Michelin 2015 Creches  (Saint-Véran),Chardonnay,France,87,,Roger Voss
17605,Raphael Sallet 2016  Mâcon-Uchizy,Chardonnay,France,87,15.0,Roger Voss
17609,Shooting Star 2015 Chardonnay (Mendocino County),Chardonnay,US,87,14.0,Jim Gordon
17612,Terroir Al Límit 2015 Terra de Cuques White (Priorat),White Blend,Spain,87,50.0,Michael Schachner
17614,Viluko 2016 Mayacamas Mountains Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,28.0,Virginie Boone
17616,Kendall-Jackson 2015 Jackson Estate Chardonnay (Santa Maria Valley),Chardonnay,US,87,28.0,Matt Kettmann
17619,L. Tramier & Fils 2015 Collection  (Pouilly-Fuissé),Chardonnay,France,87,50.0,Roger Voss
17621,Leyda 2016 Single Vineyard Garuma Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,87,18.0,Michael Schachner
17624,David Hill 2010 Estate Riesling (Willamette Valley),Riesling,US,87,16.0,Paul Gregutt
17626,Dr. Heidemanns-Bergweiler 2010 Riesling (Mosel),Riesling,Germany,87,10.0,Joe Czerwinski
17628,Falesco 2010 Vitiano White (Umbria),White Blend,Italy,87,10.0,
17632,La Carraia 2009 Poggio Calvelli  (Orvieto Classico Superiore),White Blend,Italy,87,16.0,
17639,Bouchard Finlayson 2010 Blanc de Mer White (Western Cape),White Blend,South Africa,87,19.0,Lauren Buzzeo
17641,Cantina Produttori San Michele Appiano 2010 Montiggl Riesling (Alto Adige),Riesling,Italy,87,20.0,
17643,Carmel Road 2010 Liberated Chardonnay (Monterey),Chardonnay,US,87,16.0,
17656,Saget la Perrière 2013 Le Domaine  (Pouilly-Fumé),Sauvignon Blanc,France,92,35.0,Roger Voss
17658,Thanisch 2013 Brauneberger Juffer Auslese Riesling (Mosel),Riesling,Germany,92,30.0,Anna Lee C. Iijima
17664,Dr. Nägler 2013 Rüdesheimer Berg Roseneck Spätlese Riesling (Rheingau),Riesling,Germany,92,26.0,Anna Lee C. Iijima
17666,Foxen 2013 Tinaquaic Vineyard Estate Grown Dry Farmed Chardonnay (Santa Maria Valley),Chardonnay,US,92,37.0,Matt Kettmann
17667,Fritz Haag 2013 Brauneberger Kabinett Riesling (Mosel),Riesling,Germany,92,32.0,Anna Lee C. Iijima
17669,Giant Steps 2012 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,Australia,92,42.0,Joe Czerwinski
17675,Brewer-Clifton 2012 Gnesa Chardonnay (Sta. Rita Hills),Chardonnay,US,92,54.0,Matt Kettmann
17680,Schmitz 24 Brix 2012 Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,US,85,22.0,Jim Gordon
17681,Valley View 2012 Anna Marie Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,US,85,22.0,Sean P. Sullivan
17683,Baron Philippe de Rothschild 2012 Mouton Cadet  (Bordeaux Blanc),Sauvignon Blanc,France,85,11.0,Roger Voss
17685,Bressia 2011 Lágrima Canela White (Mendoza),White Blend,Argentina,85,50.0,Michael Schachner
17689,Hey Mambo 2013 White (California),White Blend,US,84,12.0,Jim Gordon
17701,Trenel Fils 2012 Hommage à André Trénel  (Saint-Véran),Chardonnay,France,88,28.0,Roger Voss
17707,Lionel Osmin & Cie 2012 Euskal Egun White (Irrouléguy),White Blend,France,88,,Roger Voss
17714,Sivas-Sonoma 2012 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,16.0,
17715,Treana 2012 White (Central Coast),White Blend,US,87,23.0,
17717,Bolla 2012 Tufaie  (Soave Classico Superiore),White Blend,Italy,87,13.0,Kerin O’Keefe
17720,Chartron et Trébuchet 2012  Pouilly-Fuissé,Chardonnay,France,87,,Roger Voss
17735,Jean-Luc and Paul Aegerter 2011  Corton-Charlemagne,Chardonnay,France,94,305.0,Roger Voss
17750,Paul Hobbs 2011 Chardonnay (Russian River Valley),Chardonnay,US,94,47.0,
17755,D'Arenberg 2015 The Dry Dam Riesling (McLaren Vale-Adelaide Hills),Riesling,Australia,92,17.0,Joe Czerwinski
17765,De Loach 2014 Estate Grown Chardonnay (Russian River Valley),Chardonnay,US,92,50.0,Virginie Boone
17781,Lava Cap 2015 Reserve Chardonnay (El Dorado),Chardonnay,US,92,22.0,Jim Gordon
17789,Schmitt Söhne 2014 Riesling (Rheinhessen),Riesling,Germany,85,9.0,Anna Lee C. Iijima
17813,Santa Ema 2015 Select Terroir Unoaked Chardonnay (Maipo Valley),Chardonnay,Chile,84,9.0,Michael Schachner
17815,Marco Cecchini 2006 Riesling Riesling (Venezia Giulia),Riesling,Italy,86,25.0,
17816,Masi 2006 Modello delle Venezie White (Venezie),White Blend,Italy,86,10.0,
17818,Mirassou 2006 Sauvignon Blanc (California),Sauvignon Blanc,US,86,12.0,
17843,Colio 1998 Select Late Harvest Riesling (Lake Erie North Shore),Riesling,Canada,86,18.0,Joe Czerwinski
17852,Saxenburg Estate 1999 Private Collection Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,South Africa,85,14.0,
17865,Duckhorn 2013 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,29.0,Virginie Boone
17873,J. Lohr 2013 Carol's Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,88,24.0,Virginie Boone
17874,Loosen Bros. 2013 Dr. L Riesling (Mosel),Riesling,Germany,88,12.0,Anna Lee C. Iijima
17878,Quivira 2013 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,US,88,15.0,Virginie Boone
17886,Firesteed 2010 Riesling (Oregon),Riesling,US,88,13.0,Paul Gregutt
17888,Peter Nicolay 2013 Erdener Treppchen Off-Dry Riesling (Mosel),Riesling,Germany,88,20.0,Anna Lee C. Iijima
17901,Roche 2012 Stainless Steel Fermented Chardonnay (Sonoma Valley),Chardonnay,US,85,22.0,
17902,Tenuta Villa Tavernago 2010 Selezione Frassineto Sauvignon Blanc (Colli Piacentini),Sauvignon Blanc,Italy,85,23.0,
17914,Château Los Boldos 2012 Cuvée Tradition Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Chile,85,13.0,Michael Schachner
17917,Dr. Pauly Bergweiler 2011 Fritz Fisk Riesling (Mosel),Riesling,Germany,85,13.0,Anna Lee C. Iijima
17923,Grove Mill 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,15.0,Joe Czerwinski
17927,Koonowla 2009 Riesling (Clare Valley),Riesling,Australia,87,20.0,Joe Czerwinski
17931,Venge 2009 Champ des Fleurs White (Napa Valley),White Blend,US,87,26.0,
17932,Villa Maria 2009 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,16.0,Joe Czerwinski
17933,Viña Maipo 2009 Gran Devoción Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,87,14.0,Michael Schachner
17935,Martin's Rake 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,14.0,Joe Czerwinski
17936,Matua Valley 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,12.0,Joe Czerwinski
17940,Arboleda 2008 Chardonnay (Casablanca Valley),Chardonnay,Chile,87,17.0,Michael Schachner
17942,Paul Dolan 2013 Sauvignon Blanc (Potter Valley),Sauvignon Blanc,US,88,18.0,Jim Gordon
17945,Round Pond 2013 Sauvignon Blanc (Rutherford),Sauvignon Blanc,US,88,24.0,Virginie Boone
17948,Silverado 2013 Miller Ranch Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,22.0,Virginie Boone
17950,Telaya 2013 Chardonnay (Columbia Valley (WA)),Chardonnay,US,88,25.0,Sean P. Sullivan
17966,Kalaris 2013 Kalaris Family Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,26.0,Virginie Boone
17967,Kalfu 2013 Kuda Unoaked Chardonnay (Leyda Valley),Chardonnay,Chile,88,19.0,Michael Schachner
17995,Ponzi 2014 Aurora Vineyard Chardonnay (Willamette Valley),Chardonnay,US,94,63.0,Paul Gregutt
18012,Chanson Père et Fils 2008 Les Clos  (Chablis),Chardonnay,France,92,85.0,Roger Voss
18027,Pascal Doquet NV Le Mesnil sur Oger Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,92,,Roger Voss
18028,Rainer Wess 2007 Pfaffenberg Reserve Riesling (Kremstal),Riesling,Austria,92,48.0,Roger Voss
18029,Robert Young 2006 Chardonnay (Alexander Valley),Chardonnay,US,92,40.0,
18033,Nikolaihof 2007 Vom Stein Smaragd Riesling (Wachau),Riesling,Austria,92,,Roger Voss
18038,Alzinger 2007 Steinertal Smaragd Riesling (Wachau),Riesling,Austria,92,60.0,Roger Voss
18047,Testarossa 2007 Diana's Chardonnay (California),Chardonnay,US,92,55.0,
18048,Testarossa 2007 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,US,92,44.0,
18051,Rainer Wess 2007 Loibenberg Riesling (Wachau),Riesling,Austria,92,48.0,Roger Voss
18060,Balthasar Ress 2014 Feinherb Riesling (Rheingau),Riesling,Germany,90,17.0,Anna Lee C. Iijima
18069,Chanson Père et Fils 2013 Bastion Premier Cru  (Beaune),Chardonnay,France,90,59.0,Roger Voss
18078,Willamette Valley Vineyards 2014 Estate Chardonnay (Willamette Valley),Chardonnay,US,90,30.0,Paul Gregutt
18111,Patient Cottat 2012 Anciennes Vignes  (Menetou-Salon),Sauvignon Blanc,France,89,26.0,Roger Voss
18113,Schug 2012 Late Harvest Riesling (Lake County),Riesling,US,89,30.0,Virginie Boone
18115,Chateau Ste. Michelle 2011 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),Chardonnay,US,89,22.0,Sean P. Sullivan
18116,Baron De Ley 2008 Tres Viñas Blanco Reserva Viura-Malvasia-Garnacha Blanca White (Rioja),White Blend,Spain,89,,Michael Schachner
18133,Mas Igneus 2011 Barranc dels Closos White (Priorat),White Blend,Spain,89,28.0,Michael Schachner
18138,Thanisch 2013 Lieserer Niederberg Helden Spätlese Riesling (Mosel),Riesling,Germany,88,26.0,Anna Lee C. Iijima
18142,Blue Fish 2013 Sweet Riesling (Pfalz),Riesling,Germany,88,10.0,Anna Lee C. Iijima
18145,Coelho 2013 Apreçiação Chardonnay (Willamette Valley),Chardonnay,US,88,35.0,Paul Gregutt
18151,Domaine Gioulis 2013 Sofos The Wise One Moschofilero-Chardonnay White (Peloponnese),White Blend,Greece,88,12.0,Susan Kostrzewa
18163,Martin Ranch 2012 Thérèse Vineyards Griva Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,88,25.0,Matt Kettmann
18164,Matchbook 2013 Old Head Chardonnay (Dunnigan Hills),Chardonnay,US,88,15.0,Jim Gordon
18165,Mayu 2014 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Chile,88,15.0,Michael Schachner
18176,Domaine Feuillat-Juillot 2013 Les Coères Premier Cru  (Montagny),Chardonnay,France,90,28.0,Roger Voss
18177,Domaine Sangouard-Guyot 2013 Ancestral  (Pouilly-Fuissé),Chardonnay,France,90,27.0,Roger Voss
18178,Donkey & Goat 2013 Untended Chardonnay (Anderson Valley),Chardonnay,US,90,35.0,Jim Gordon
18184,Polz 2013 Therese Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,90,24.0,Anne Krebiehl MW
18188,Sonoma-Loeb 2013 Envoy Chardonnay (Carneros),Chardonnay,US,90,38.0,Virginie Boone
18194,De Wetshof 2013 Limestone Hill Estate Chardonnay (Robertson),Chardonnay,South Africa,90,20.0,Lauren Buzzeo
18195,Felsina 2005  Vin Santo del Chianti Classico,White Blend,Italy,90,52.0,Kerin O’Keefe
18196,Unger 2014 Stein-Terrassen Riesling (Kremstal),Riesling,Austria,90,15.0,Anne Krebiehl MW
18203,Peconic Bay Winery 2007 La Barrique Chardonnay (North Fork of Long Island),Chardonnay,US,85,22.0,Susan Kostrzewa
18215,Frog's Leap 2010 Sauvignon Blanc (Rutherford),Sauvignon Blanc,US,87,18.0,
18223,Chanson Père et Fils 2008  Meursault,Chardonnay,France,87,60.0,Roger Voss
18224,Crossroads 2010 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,15.0,Joe Czerwinski
18228,Joseph Drouhin 2008  Rully,Chardonnay,France,87,20.0,Roger Voss
18232,Lucky Star 2009 Chardonnay (California),Chardonnay,US,86,9.0,
18233,Mercy 2009 Zabala Vineyard Chardonnay (Arroyo Seco),Chardonnay,US,86,30.0,
18234,Paradise Ridge 2010 Grandview Vineyard Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,86,20.0,
18245,Clos Venturi 2014 Chiesa Nera White (Vin de France),White Blend,France,92,,Roger Voss
18247,Foley 2015 JA Ranch Chardonnay (Sta. Rita Hills),Chardonnay,US,92,45.0,Matt Kettmann
18256,Talley 2015 Rincon Chardonnay (Arroyo Grande Valley),Chardonnay,US,92,44.0,Matt Kettmann
18258,Vermeil 2016 Frediani Vineyard Sauvignon Blanc (Calistoga),Sauvignon Blanc,US,92,30.0,Virginie Boone
18264,Breathless NV Blanc de Blancs Méthode Champenoise Chardonnay (North Coast),Chardonnay,US,92,32.0,Jim Gordon
18268,Fox Run 2010 Riesling 12 Lake Dana Vineyard Riesling (Finger Lakes),Riesling,US,89,30.0,Anna Lee C. Iijima
18273,Simon Bize 2010 Les Champlains  (Bourgogne),Chardonnay,France,89,26.0,Roger Voss
18278,Ballard Lane 2010 Sauvignon Blanc (Central Coast),Sauvignon Blanc,US,88,10.0,
18281,Bret Brothers 2010 Climat la Roche  (Mâcon),Chardonnay,France,88,30.0,Roger Voss
18289,Snoqualmie 2011 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,8.0,Paul Gregutt
18294,Ken Wright 2010 Celilo Chardonnay (Washington),Chardonnay,US,88,33.0,Paul Gregutt
18311,Merry Edwards 2010 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,91,30.0,
18332,Hannah Nicole Vineyards 2010 Sauvignon Blanc (Contra Costa County),Sauvignon Blanc,US,83,17.0,Virginie Boone
18338,Mazza Chautauqua Cellars 2010 Riesling (Lake Erie),Riesling,US,82,14.0,Anna Lee C. Iijima
18341,Entropy Cellars 2010 Sauvignon Blanc (Livermore Valley),Sauvignon Blanc,US,82,19.0,Virginie Boone
18342,Golan Heights Winery 2008 Yarden Chardonnay (Galilee),Chardonnay,Israel,82,28.0,Lauren Buzzeo
18343,Amberhill 2010 Secret Blend White (California),White Blend,US,82,10.0,
18349,Cupcake 2010 Angel Food White (California),White Blend,US,82,14.0,
18365,Fox Run 2012 Doyle Family Vineyard Unoaked Chardonnay (Finger Lakes),Chardonnay,US,87,10.0,Anna Lee C. Iijima
18368,Glenora 2013 Chardonnay (Finger Lakes),Chardonnay,US,87,13.0,Anna Lee C. Iijima
18370,Groth 2012 Hillview Vineyard Chardonnay (Napa Valley),Chardonnay,US,87,30.0,Virginie Boone
18374,6 Under 2013 Chardonnay (Washington),Chardonnay,US,87,24.0,Sean P. Sullivan
18375,Anthony Nappa 2012 Luminous Riesling (Finger Lakes),Riesling,US,87,18.0,Anna Lee C. Iijima
18381,Bonneau 2012 Catherine's Vineyard Estate Grown Chardonnay (Los Carneros),Chardonnay,US,87,34.0,Virginie Boone
18385,Jaspi 2012 Blanc White (Terra Alta),White Blend,Spain,88,20.0,Michael Schachner
18392,Domaine des Coltabards 2013  Sancerre,Sauvignon Blanc,France,88,,Roger Voss
18393,Dr. Fischer 2012 Ockfener Bockstein Spatlëse Riesling (Mosel),Riesling,Germany,88,24.0,Anna Lee C. Iijima
18394,Esterházy 2013 Estoras Sauvignon Blanc (Burgenland),Sauvignon Blanc,Austria,88,15.0,Anne Krebiehl MW
18397,Heron 2012 Sauvignon Blanc (Mendocino County),Sauvignon Blanc,US,88,14.0,Virginie Boone
18403,Left Coast Cellars 2012 Truffle Hill Chardonnay (Willamette Valley),Chardonnay,US,88,24.0,Paul Gregutt
18405,Mario Schiopetto 2012 Blanc des Rosis White (Venezia Giulia),White Blend,Italy,88,28.0,Kerin O’Keefe
18406,Mayu 2013 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Chile,88,15.0,Michael Schachner
18410,Alto Los Romeros 2013 Gran Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,88,18.0,Michael Schachner
18413,Hirsch 2010 Zöbinger Heiligenstein Erste Lage Riesling (Niederösterreich),Riesling,Austria,91,,Roger Voss
18414,Brandl 2011 Kogelberg Erste Lage Reserve Riesling (Kamptal),Riesling,Austria,91,34.0,Roger Voss
18421,Lynmar 2010 Chardonnay (Russian River Valley),Chardonnay,US,91,30.0,
18423,MacRostie 2010 Chardonnay (Sonoma Coast),Chardonnay,US,91,25.0,
18428,Cantine Florio 2008  Passito di Pantelleria,White Blend,Italy,91,,
