,wine,variety,country,points,price,taster,twitter handle
17680,Schmitz 24 Brix 2012 Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,US,85,22.0,Jim Gordon,@gordone_cellars
17681,Valley View 2012 Anna Marie Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,US,85,22.0,Sean P. Sullivan,@wawinereport
17683,Baron Philippe de Rothschild 2012 Mouton Cadet  (Bordeaux Blanc),Sauvignon Blanc,France,85,11.0,Roger Voss,@vossroger
17714,Sivas-Sonoma 2012 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,16.0,,
17818,Mirassou 2006 Sauvignon Blanc (California),Sauvignon Blanc,US,86,12.0,,
17852,Saxenburg Estate 1999 Private Collection Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,South Africa,85,14.0,,
17865,Duckhorn 2013 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,29.0,Virginie Boone,@vboone
17873,J. Lohr 2013 Carol's Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,88,24.0,Virginie Boone,@vboone
17878,Quivira 2013 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,US,88,15.0,Virginie Boone,@vboone
17902,Tenuta Villa Tavernago 2010 Selezione Frassineto Sauvignon Blanc (Colli Piacentini),Sauvignon Blanc,Italy,85,23.0,,
17914,Château Los Boldos 2012 Cuvée Tradition Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Chile,85,13.0,Michael Schachner,@wineschach
17923,Grove Mill 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,15.0,Joe Czerwinski,@JoeCz
17932,Villa Maria 2009 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,16.0,Joe Czerwinski,@JoeCz
17933,Viña Maipo 2009 Gran Devoción Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,87,14.0,Michael Schachner,@wineschach
17935,Martin's Rake 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,14.0,Joe Czerwinski,@JoeCz
17936,Matua Valley 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,12.0,Joe Czerwinski,@JoeCz
17942,Paul Dolan 2013 Sauvignon Blanc (Potter Valley),Sauvignon Blanc,US,88,18.0,Jim Gordon,@gordone_cellars
17945,Round Pond 2013 Sauvignon Blanc (Rutherford),Sauvignon Blanc,US,88,24.0,Virginie Boone,@vboone
17948,Silverado 2013 Miller Ranch Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,22.0,Virginie Boone,@vboone
17966,Kalaris 2013 Kalaris Family Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,26.0,Virginie Boone,@vboone
18111,Patient Cottat 2012 Anciennes Vignes  (Menetou-Salon),Sauvignon Blanc,France,89,26.0,Roger Voss,@vossroger
18163,Martin Ranch 2012 Thérèse Vineyards Griva Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,88,25.0,Matt Kettmann,@mattkettmann
18165,Mayu 2014 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Chile,88,15.0,Michael Schachner,@wineschach
18184,Polz 2013 Therese Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,90,24.0,Anne Krebiehl MW,@AnneInVino
18215,Frog's Leap 2010 Sauvignon Blanc (Rutherford),Sauvignon Blanc,US,87,18.0,,
18224,Crossroads 2010 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,15.0,Joe Czerwinski,@JoeCz
18234,Paradise Ridge 2010 Grandview Vineyard Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,86,20.0,,
18258,Vermeil 2016 Frediani Vineyard Sauvignon Blanc (Calistoga),Sauvignon Blanc,US,92,30.0,Virginie Boone,@vboone
18278,Ballard Lane 2010 Sauvignon Blanc (Central Coast),Sauvignon Blanc,US,88,10.0,,
18289,Snoqualmie 2011 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,8.0,Paul Gregutt,@paulgwine 
18311,Merry Edwards 2010 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,91,30.0,,
18332,Hannah Nicole Vineyards 2010 Sauvignon Blanc (Contra Costa County),Sauvignon Blanc,US,83,17.0,Virginie Boone,@vboone
18341,Entropy Cellars 2010 Sauvignon Blanc (Livermore Valley),Sauvignon Blanc,US,82,19.0,Virginie Boone,@vboone
18392,Domaine des Coltabards 2013  Sancerre,Sauvignon Blanc,France,88,,Roger Voss,@vossroger
18394,Esterházy 2013 Estoras Sauvignon Blanc (Burgenland),Sauvignon Blanc,Austria,88,15.0,Anne Krebiehl MW,@AnneInVino
18397,Heron 2012 Sauvignon Blanc (Mendocino County),Sauvignon Blanc,US,88,14.0,Virginie Boone,@vboone
18406,Mayu 2013 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Chile,88,15.0,Michael Schachner,@wineschach
18410,Alto Los Romeros 2013 Gran Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,88,18.0,Michael Schachner,@wineschach
18494,Tenuta Sasso Orlando 2007 Sauvignon Blanc (Toscana),Sauvignon Blanc,Italy,86,,,
18497,Leese-Fitch 2010 Sauvignon Blanc (California),Sauvignon Blanc,US,90,13.0,,
18525,Santa Barbara Winery 2013 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,87,16.0,Matt Kettmann,@mattkettmann
18546,Edna Valley Vineyard 2013 Sauvignon Blanc (Edna Valley),Sauvignon Blanc,US,87,15.0,Matt Kettmann,@mattkettmann
18547,Emiliana 2013 Natura Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,87,11.0,Michael Schachner,@wineschach
18560,Caliterra 2010 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,86,13.0,Michael Schachner,@wineschach
18565,Leyda 2010 Garuma Vineyard Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,86,18.0,Michael Schachner,@wineschach
18566,O. Fournier 2009 Urban Maule Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,86,11.0,Michael Schachner,@wineschach
18567,Palo Alto 2009 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,86,12.0,Michael Schachner,@wineschach
18579,Mercy 2010 Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,85,16.0,,
18580,Cramele Recas 2011 Dreamfish Sauvignon Blanc (Recas),Sauvignon Blanc,Romania,85,7.0,Anna Lee C. Iijima,
18591,Vini 2011 Veni Vidi Vici Sauvignon Blanc (Thracian Valley),Sauvignon Blanc,Bulgaria,85,9.0,Anna Lee C. Iijima,
18601,Leese-Fitch 2011 Sauvignon Blanc (California),Sauvignon Blanc,US,84,12.0,,
18691,Renwood 2015 Sauvignon Blanc (Amador County),Sauvignon Blanc,US,85,28.0,Jim Gordon,@gordone_cellars
18694,Trinitas 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,85,40.0,Virginie Boone,@vboone
18704,Castle Rock 2014 Sauvignon Blanc (Mendocino),Sauvignon Blanc,US,85,10.0,Jim Gordon,@gordone_cellars
18726,Domaine Masson-Blondelet 2013  Pouilly-Fumé,Sauvignon Blanc,France,91,35.0,Roger Voss,@vossroger
18739,Lapostolle 2013 Cuvée Alexandre Las Kuras Vineyard Sauvignon Blanc (Cachapoal Valley),Sauvignon Blanc,Chile,88,25.0,Michael Schachner,@wineschach
18746,Casas del Bosque 2013 Gran Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,88,17.0,Michael Schachner,@wineschach
18826,Alfredo Roca 2011 Dedicación Personal Sauvignon Blanc,Sauvignon Blanc,Argentina,87,18.0,Michael Schachner,@wineschach
18985,Château Haut Maurin 2016  Bordeaux Blanc,Sauvignon Blanc,France,84,12.0,Roger Voss,@vossroger
18989,Garzón 2016 Reserve Sauvignon Blanc (Uruguay),Sauvignon Blanc,Uruguay,84,16.0,Michael Schachner,@wineschach
19101,Season 2015 Sauvignon Blanc (Southern Oregon),Sauvignon Blanc,US,87,23.0,Paul Gregutt,@paulgwine 
19180,Gunn Estate 2007 Skippers Pool Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,91,19.0,Joe Czerwinski,@JoeCz
19182,Drylands 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,91,15.0,Joe Czerwinski,@JoeCz
19201,Simonsig 2007 Sunbird Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,South Africa,86,13.0,Susan Kostrzewa,@suskostrzewa
19204,Gracia de Chile 2007 Reserva Sauvignon Blanc (Bío Bío Valley),Sauvignon Blanc,Chile,86,11.0,Michael Schachner,@wineschach
19209,Yalumba 2007 The Y Series Sauvignon Blanc (South Australia),Sauvignon Blanc,Australia,86,12.0,Joe Czerwinski,@JoeCz
19284,Domaine Joël Delaunay 2009 Le Bois Martin Sauvignon Blanc (Touraine),Sauvignon Blanc,France,87,,Roger Voss,@vossroger
19334,Davis Bynum 2014 Jane's Vineyard Virginia's Block Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,88,25.0,Virginie Boone,@vboone
19357,Melrose 2011 Estate Grown Sauvignon Blanc (Umpqua Valley),Sauvignon Blanc,US,88,18.0,Sean P. Sullivan,@wawinereport
19366,Patrick De Ladoucette 2010 Les Deux Tours Sauvignon Blanc (Touraine),Sauvignon Blanc,France,88,16.0,Roger Voss,@vossroger
19367,Patrick De Ladoucette 2011 Les Deux Tours Sauvignon Blanc (Touraine),Sauvignon Blanc,France,88,16.0,Roger Voss,@vossroger
19418,Viña Requingua 2012 Puerto Viejo Estate Bottled Single Vineyard Reserve Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,86,10.0,Michael Schachner,@wineschach
19419,Viu Manent 2013 Secreto Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,86,14.0,Michael Schachner,@wineschach
19421,Whitehall Lane 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,18.0,,
19436,Sunstone 2008 Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,US,85,28.0,,
19444,Montespina 2008 Sauvignon Blanc (Rueda),Sauvignon Blanc,Spain,85,11.0,Michael Schachner,@wineschach
19464,Kendall-Jackson 2009 Grand Reserve Sauvignon Blanc (Mendocino County),Sauvignon Blanc,US,87,20.0,,
19476,Concannon 2006 Reserve Sauvignon Blanc (Monterey County),Sauvignon Blanc,US,85,10.0,,
19499,Blanco Nieva 2006 Sauvignon Blanc (Rueda),Sauvignon Blanc,Spain,85,14.0,Michael Schachner,@wineschach
19504,Nica 2015 Sauvignon Blanc (California),Sauvignon Blanc,US,84,10.0,Jim Gordon,@gordone_cellars
19592,Nautilus 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,17.0,Joe Czerwinski,@JoeCz
19606,Quintay 2011 Q Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,90,15.0,Michael Schachner,@wineschach
19664,Bougrier 2016 Domaine Guenault Sauvignon Blanc (Touraine),Sauvignon Blanc,France,85,14.0,Roger Voss,@vossroger
19675,Zolo 2016 Sustainably Farmed Estate Grown and Bottled Sauvignon Blanc (Mendoza),Sauvignon Blanc,Argentina,85,10.0,Michael Schachner,@wineschach
19686,M. & J-F Bertrand 2016 Fleur de Carbonnel Sauvignon Sauvignon Blanc (Vin de France),Sauvignon Blanc,France,84,15.0,Roger Voss,@vossroger
19687,Villebois 2016 Loupart Le Petit Sauvignon Blanc (Vin de France),Sauvignon Blanc,France,84,,Roger Voss,@vossroger
19688,Vinadeis 2016 Le Val Sauvignon Blanc (Vin de France),Sauvignon Blanc,France,84,12.0,Roger Voss,@vossroger
19788,Armida 2016 Redwood Road Estate Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,90,25.0,Virginie Boone,@vboone
19810,William Cole 2011 Bill Limited Edition Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,83,27.0,Michael Schachner,@wineschach
19812,William Cole 2012 Albamar Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,83,12.0,Michael Schachner,@wineschach
19815,Ledger David 2011 Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,US,83,19.0,Paul Gregutt,@paulgwine 
19821,Sattlerhof 2008 Kranachberg Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,93,45.0,Roger Voss,@vossroger
19901,Coldstream Hills 2007 Sauvignon Blanc (Yarra Valley),Sauvignon Blanc,Australia,85,19.0,Joe Czerwinski,@JoeCz
19926,Casas del Bosque 2012 Gran Reserva Estate Bottled Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,16.0,Michael Schachner,@wineschach
19961,Root:1 2010 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,88,12.0,Michael Schachner,@wineschach
20025,Wattle Creek 2014 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,86,19.0,Virginie Boone,@vboone
20037,Domaine Laporte 2016 La Terre des Anges  (Sancerre),Sauvignon Blanc,France,91,25.0,Roger Voss,@vossroger
20043,Gitton Père et Fils 2015 Les Montachins  (Sancerre),Sauvignon Blanc,France,91,25.0,Roger Voss,@vossroger
20047,Yealands 2016 S1 Single Block Awatere Valley Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,91,30.0,Joe Czerwinski,@JoeCz
20051,Alphonse Mellot 2016 La Moussière  (Sancerre),Sauvignon Blanc,France,91,34.0,Roger Voss,@vossroger
20123,Espiritu de Chile 2015 Winemaker's Collection Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,88,12.0,Michael Schachner,@wineschach
20148,Finca Patagonia 2015 Expedicion Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,83,12.0,Michael Schachner,@wineschach
20185,Foxen 2012 7200 Vogelzang Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,US,90,28.0,,
20212,Grgich Hills 2011 Fumé Blanc Estate Grown Dry Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,90,30.0,,
20225,Skoff 2013 Obegg Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,90,50.0,Anne Krebiehl MW,@AnneInVino
20241,Loveblock 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,24.0,Joe Czerwinski,@JoeCz
20260,Wildhurst 2006 Reserve Sauvignon Blanc (Lake County),Sauvignon Blanc,US,87,11.0,,
20265,Château de Tracy 2006 Mademoiselle de T  (Pouilly-Fumé),Sauvignon Blanc,France,87,25.0,Roger Voss,@vossroger
20266,Chilcas 2007 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,87,10.0,Michael Schachner,@wineschach
20270,Tamber Bey 2014 Mello Vineyard Sauvignon Blanc (Yountville),Sauvignon Blanc,US,88,32.0,Virginie Boone,@vboone
20273,Peregrine 2014 Sauvignon Blanc (Central Otago),Sauvignon Blanc,New Zealand,88,26.0,Joe Czerwinski,@JoeCz
20292,Greyrock 2014 Reserve Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,88,19.0,Joe Czerwinski,@JoeCz
20296,Vinoce 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,25.0,Virginie Boone,@vboone
20306,Kennedy Point 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,86,22.0,,
20312,Oak Grove 2016 Family Reserve Sauvignon Blanc (California),Sauvignon Blanc,US,86,9.0,Jim Gordon,@gordone_cellars
20315,Sineann 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,86,18.0,,
20317,Twin Islands 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,86,13.0,,
20405,Brancott 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,14.0,Joe Czerwinski,@JoeCz
20422,Koehler 2014 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,88,19.0,Matt Kettmann,@mattkettmann
20451,Pepi 2013 Sauvignon Blanc (California),Sauvignon Blanc,US,85,10.0,Jim Gordon,@gordone_cellars
20464,Domaine D'en Ségur 2014 Sauvignon Blanc (Côtes du Tarn),Sauvignon Blanc,France,85,18.0,Roger Voss,@vossroger
20472,Domaine Uby 2014 No. 1 Sauvignon Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,France,85,11.0,Roger Voss,@vossroger
20474,Save Me San Francisco 2013 Bulletproof Picasso Sauvignon Blanc (California),Sauvignon Blanc,US,85,15.0,Jim Gordon,@gordone_cellars
20496,Ventisquero 2015 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,85,13.0,Michael Schachner,@wineschach
20500,Tortoise Creek 2015 Cuvee Jeane Sauvignon Blanc (Central Coast),Sauvignon Blanc,US,85,12.0,Matt Kettmann,@mattkettmann
20502,Kon Tiki 2015 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chile,85,13.0,Michael Schachner,@wineschach
20549,Brander 2011 Au Natural Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,92,32.0,,
20596,Saget la Perrière 2015 Domaine de Terres Blanches Alchimie Sauvignon Blanc (Coteaux du Giennois),Sauvignon Blanc,France,87,20.0,Roger Voss,@vossroger
20603,Thibault 2015 Fernand & Sons Sauvignon Blanc (Coteaux du Giennois),Sauvignon Blanc,France,87,17.0,Roger Voss,@vossroger
20610,Jérôme Gueneau 2016 Le Clos Chartier  (Sancerre),Sauvignon Blanc,France,87,25.0,Roger Voss,@vossroger
20614,Domaine Tinel-Blondelet 2015 Domaine de la Croix-Canat La Vendangette  (Sancerre),Sauvignon Blanc,France,87,22.0,Roger Voss,@vossroger
20620,François Millet 2016  Sancerre,Sauvignon Blanc,France,87,30.0,Roger Voss,@vossroger
20645,Shannon Ridge 2013 High Elevation Sauvignon Blanc (Lake County),Sauvignon Blanc,US,88,19.0,Jim Gordon,@gordone_cellars
20726,Parkers Estate 2010 Tolleson High Corniche Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,20.0,,
20744,Mirassou 2015 Sauvignon Blanc (California),Sauvignon Blanc,US,87,12.0,Jim Gordon,@gordone_cellars
20749,Tohu 2016 Single Vineyard Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,16.0,Joe Czerwinski,@JoeCz
20790,Arboleda 2013 Sauvignon Blanc (Aconcagua Valley),Sauvignon Blanc,Chile,86,20.0,Michael Schachner,@wineschach
20792,Bianchi 2012 Signature Selection Sauvignon Blanc (Monterey),Sauvignon Blanc,US,86,13.0,,
20804,KWV 2011 Cathedral Cellar Sauvignon Blanc (Paarl),Sauvignon Blanc,South Africa,86,18.0,Lauren Buzzeo,@laurbuzz
20952,Concha y Toro 2008 Xplorador Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chile,84,8.0,Michael Schachner,@wineschach
20960,Kenwood 2007 Reserve Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,84,20.0,,
20989,Terre de Vignerons 2016 Sauvignon Blanc (Atlantique),Sauvignon Blanc,France,85,10.0,Roger Voss,@vossroger
21001,Santa Alicia 2016 Reserva Estate Bottled Sauvignon Blanc (Maipo Valley),Sauvignon Blanc,Chile,85,8.0,Michael Schachner,@wineschach
21017,Waterbrook 2016 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,84,12.0,Sean P. Sullivan,@wawinereport
21022,Original House Wine 2015 Fish House Sauvignon Blanc (Yakima Valley),Sauvignon Blanc,US,84,12.0,Sean P. Sullivan,@wawinereport
21023,Parmeson 2016 Indian Springs Ranch Vineyard Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,US,84,23.0,Virginie Boone,@vboone
21025,Zolo 2014 Sustainably Farmed Estate Grown and Bottled Sauvignon Blanc (Mendoza),Sauvignon Blanc,Argentina,83,11.0,Michael Schachner,@wineschach
21036,Monterebro 2013 Blanco Sauvignon Blanc (Jumilla),Sauvignon Blanc,Spain,83,10.0,Michael Schachner,@wineschach
21045,Verum 2013 Sauvignon Blanc (Alto Valle del Río Negro),Sauvignon Blanc,Argentina,83,12.0,Michael Schachner,@wineschach
21069,Calvet 2012 Réserve  (Bordeaux Blanc),Sauvignon Blanc,France,87,13.0,Roger Voss,@vossroger
21072,Voss 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,87,21.0,,
21108,Sparkman 2011 Pearl Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,92,22.0,Paul Gregutt,@paulgwine 
21124,Angerhof Tschida 2010 Beerenauslese Sauvignon Blanc (Burgenland),Sauvignon Blanc,Austria,92,,Roger Voss,@vossroger
21126,Atalon 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,92,20.0,,
21149,Trapiche 2016 Costa & Pampa Sauvignon Blanc (Buenos Aires),Sauvignon Blanc,Argentina,87,20.0,Michael Schachner,@wineschach
21155,Fournier Père et Fils 2015 Côtes de Morogues  (Menetou-Salon),Sauvignon Blanc,France,87,20.0,Roger Voss,@vossroger
21158,François Millet 2015 Domaine des Côtes Blanches  (Sancerre),Sauvignon Blanc,France,87,26.0,Roger Voss,@vossroger
21159,Giesen 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,87,,Joe Czerwinski,@JoeCz
21242,Morgenhof 2010 Sauvignon Blanc (Simonsberg-Stellenbosch),Sauvignon Blanc,South Africa,89,19.0,Lauren Buzzeo,@laurbuzz
21257,Sea Fog 2010 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,25.0,,
21304,Viña La Rosa 2009 La Palma Sauvignon Blanc (Cachapoal Valley),Sauvignon Blanc,Chile,85,8.0,Michael Schachner,@wineschach
21315,Rutherford Hill 2009 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,85,18.0,,
21323,Edgebaston 2010 Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,South Africa,86,15.0,Lauren Buzzeo,@laurbuzz
21330,Brampton 2010 Sauvignon Blanc (Western Cape),Sauvignon Blanc,South Africa,86,12.0,Lauren Buzzeo,@laurbuzz
21331,Captûre 2010 Les Pionniers Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,86,40.0,,
21357,Ladera 2016 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,30.0,Virginie Boone,@vboone
21367,Haras de Pirque 2016 Albaclara Gran Reserva Sauvignon Blanc (Leyda Valley-Maipo Valley),Sauvignon Blanc,Chile,86,10.0,Michael Schachner,@wineschach
21399,Novelty Hill 2005 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,91,18.0,Paul Gregutt,@paulgwine 
21424,Tildio 2015 Estate Grown Sauvignon Blanc (Lake Chelan),Sauvignon Blanc,US,88,25.0,Sean P. Sullivan,@wawinereport
21427,Villa San Juliette 2015 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,US,88,20.0,Matt Kettmann,@mattkettmann
21430,Frenzy 2015 Sauvignon Blanc (South Island),Sauvignon Blanc,New Zealand,88,14.0,Joe Czerwinski,@JoeCz
21438,Leyda 2014 Lot 4 Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,88,40.0,Michael Schachner,@wineschach
21467,Joseph Phelps 2014 Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,92,35.0,Virginie Boone,@vboone
21485,Wonderment Wines 2015 Las Trancas Vineyard Sauvignon Blanc (Oak Knoll District),Sauvignon Blanc,US,87,30.0,Virginie Boone,@vboone
21519,Henri Bourgeois 2009 La Bourgeoise  (Sancerre),Sauvignon Blanc,France,92,35.0,Roger Voss,@vossroger
21520,Henri Bourgeois 2010 La Chapelle des Augustins  (Sancerre),Sauvignon Blanc,France,92,32.0,Roger Voss,@vossroger
21522,Pascal Jolivet 2010 Sauvage  (Sancerre),Sauvignon Blanc,France,92,70.0,Roger Voss,@vossroger
21528,Domaine Fouassier 2010 Les Romains  (Sancerre),Sauvignon Blanc,France,92,25.0,Roger Voss,@vossroger
21535,Rochioli 2011 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,92,40.0,,
21536,Stag's Leap Wine Cellars 2010 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,92,26.0,,
21545,Va Piano Bruno's Blend II NV Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,18.0,Paul Gregutt,@paulgwine 
21647,Errazuriz 2013 Max Reserva Sauvignon Blanc (Aconcagua Costa),Sauvignon Blanc,Chile,89,20.0,Michael Schachner,@wineschach
21827,Maray 2011 Reserva Sauvignon Blanc (Limarí Valley),Sauvignon Blanc,Chile,81,15.0,Michael Schachner,@wineschach
21840,Ventisquero 2012 Queulat Single Vineyard Gran Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,80,18.0,Michael Schachner,@wineschach
21850,Maipe 2011 Sauvignon Blanc (Mendoza),Sauvignon Blanc,Argentina,86,13.0,Michael Schachner,@wineschach
21851,Maisonry 2010 Hanson-Hsieh Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,32.0,,
21947,Grove Mill 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,17.0,Joe Czerwinski,@JoeCz
21950,Vina Robles 2007 Jardine Sauvignon Blanc (Paso Robles),Sauvignon Blanc,US,90,14.0,,
22018,Calcu 2016 Reserva Especial Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Chile,86,13.0,Michael Schachner,@wineschach
22028,Wines & Winemakers 2016 Companhia das Lezirias Tyto Alba Sauvignon Blanc (Tejo),Sauvignon Blanc,Portugal,86,23.0,Roger Voss,@vossroger
22034,Dourthe 2016 La Grande Cuvée  (Bordeaux Blanc),Sauvignon Blanc,France,86,12.0,Roger Voss,@vossroger
22036,François Lurton 2016 Araucano Reserva Made With Organic Grapes Sauvignon Blanc (Lolol Valley),Sauvignon Blanc,Chile,86,13.0,Michael Schachner,@wineschach
22078,Nederburg 2015 The Young Airhawk Wooded Sauvignon Blanc (Western Cape),Sauvignon Blanc,South Africa,88,20.0,Lauren Buzzeo,@laurbuzz
22105,Pascal Jolivet 2010 Indigène  (Pouilly-Fumé),Sauvignon Blanc,France,91,70.0,Roger Voss,@vossroger
22113,Domaine Fouassier 2010 Clos Paradis  (Sancerre),Sauvignon Blanc,France,91,22.0,Roger Voss,@vossroger
22124,Pascal Jolivet 2010 Clos du Roy  (Sancerre),Sauvignon Blanc,France,91,45.0,Roger Voss,@vossroger
22199,Fenestra 2007 Ghielmetti Vineyard Sauvignon Blanc (Livermore Valley),Sauvignon Blanc,US,85,17.0,,
22213,Sauvignon Republic 2007 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,85,18.0,,
22276,Galerie 2014 Naissance Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,92,30.0,Virginie Boone,@vboone
22293,Brander 2014 Mesa Verde Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,92,32.0,Matt Kettmann,@mattkettmann
22347,Husch 2010 Sauvignon Blanc (Mendocino),Sauvignon Blanc,US,90,14.0,,
22349,Michel Vattan 2010  Sancerre,Sauvignon Blanc,France,90,20.0,Roger Voss,@vossroger
22476,Concha y Toro 2012 Serie Riberas Gran Reserva Ribera del Rapel Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Chile,86,18.0,Michael Schachner,@wineschach
22488,Michael David 2012 Sauvignon Blanc (California),Sauvignon Blanc,US,86,16.0,Virginie Boone,@vboone
