,wine,variety,country,points,price,taster,twitter handle
11206,Louis Latour 2011  Corton-Charlemagne,Chardonnay,France,94,140.0,Roger Voss,@vossroger
11229,French Creek 2011 Wente Clone Old Vine Chardonnay (Yakima Valley),Chardonnay,US,88,26.0,Sean P. Sullivan,@wawinereport
11234,Kokomo 2012 Peters Vineyard Blanc de Blanc Chardonnay (Sonoma Coast),Chardonnay,US,88,58.0,Virginie Boone,@vboone
11246,Recanati 2010 Chardonnay (Galilee),Chardonnay,Israel,88,15.0,Lauren Buzzeo,@laurbuzz
11247,Sparkling Pointe 2006 Blanc de Blancs Chardonnay (North Fork of Long Island),Chardonnay,US,88,42.0,Anna Lee C. Iijima,
11287,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),Chardonnay,Chile,86,10.0,Michael Schachner,@wineschach
11295,Cameron Hughes 2014 Lot 526 Chardonnay (Santa Barbara County),Chardonnay,US,87,14.0,Matt Kettmann,@mattkettmann
11344,Arista 2013 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,US,93,60.0,Virginie Boone,@vboone
11366,The Loyal Companion 2012 Chardonnay (California),Chardonnay,US,81,14.0,Virginie Boone,@vboone
11408,Fess Parker 2015 Parker West Chardonnay (Sta. Rita Hills),Chardonnay,US,91,40.0,Matt Kettmann,@mattkettmann
11417,Lincourt 2014 Zoula Nunn Chardonnay (Sta. Rita Hills),Chardonnay,US,91,35.0,Matt Kettmann,@mattkettmann
11426,Phelps Creek 2013 Lynette Chardonnay (Columbia Gorge (OR)),Chardonnay,US,91,34.0,Paul Gregutt,@paulgwine 
11456,Antonin Rodet 2010 Château de Mercey  (Bourgogne Hautes Côtes de Beaune),Chardonnay,France,87,23.0,Roger Voss,@vossroger
11458,Bacigalupi 2011 Chardonnay (Russian River Valley),Chardonnay,US,87,56.0,,
11464,Chateau Ste. Michelle 2011 Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,13.0,Paul Gregutt,@paulgwine 
11468,Domaine Charly Nicolle 2011 Cuvée Ancestrum  (Chablis),Chardonnay,France,87,40.0,Roger Voss,@vossroger
11495,Donum 2010 Estate Grown Chardonnay (Carneros),Chardonnay,US,92,50.0,,
11496,Cullen 2008 Kevin John Chardonnay (Margaret River),Chardonnay,Australia,92,75.0,Joe Czerwinski,@JoeCz
11497,Cullen 2009 Kevin John Chardonnay (Margaret River),Chardonnay,Australia,92,75.0,Joe Czerwinski,@JoeCz
11558,JCR 2015 Chardonnay (Santa Barbara County),Chardonnay,US,91,50.0,Matt Kettmann,@mattkettmann
11562,Lamoreaux Landing 2015 Reserve Chardonnay (Finger Lakes),Chardonnay,US,91,20.0,Anna Lee C. Iijima,
11565,N. Kendall Wines 2015 Chardonnay (Finger Lakes),Chardonnay,US,91,35.0,Anna Lee C. Iijima,
11586,Vinum Cellars 2011 Chardonnay (North Coast),Chardonnay,US,83,14.0,Virginie Boone,@vboone
11589,O. Fournier 2012 Urban Uco Chardonnay (Uco Valley),Chardonnay,Argentina,83,10.0,Michael Schachner,@wineschach
11626,Domaines Barons de Rothschild (Lafite) 2016 Los Vascos Chardonnay (Central Valley),Chardonnay,Chile,85,13.0,Michael Schachner,@wineschach
11631,Ritual 2015 Chardonnay (Casablanca Valley),Chardonnay,Chile,85,16.0,Michael Schachner,@wineschach
11635,Viszlay Vineyards 2013 Chardonnay (Russian River Valley),Chardonnay,US,85,38.0,Virginie Boone,@vboone
11637,Labouré-Roi 2015  Mâcon-Villages,Chardonnay,France,85,15.0,Roger Voss,@vossroger
11656,Philippe Fontaine NV Cuvée des Lys Brut Blanc de Blancs Chardonnay (Champagne),Chardonnay,France,87,85.0,Roger Voss,@vossroger
11659,Rutherford Hill 2011 Chardonnay (Carneros),Chardonnay,US,87,28.0,,
11662,Santa Rita 2011 Medalla Real Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Chile,87,18.0,Michael Schachner,@wineschach
11695,Nicholson Ranch 2012 Estate Chardonnay (Sonoma Valley),Chardonnay,US,86,34.0,Virginie Boone,@vboone
11711,Oso Libre 2011 Vino d'Oro Chardonnay (Paso Robles),Chardonnay,US,90,26.0,Matt Kettmann,@mattkettmann
11718,Thomas Fogarty 2011 Portola Springs Vineyard Estate Chardonnay (Santa Cruz Mountains),Chardonnay,US,90,60.0,Matt Kettmann,@mattkettmann
11750,Patit Creek Cellars 2009 Chardonnay (Red Mountain),Chardonnay,US,89,19.0,Paul Gregutt,@paulgwine 
11760,Cru 2011 Appellation Series Chardonnay (Santa Lucia Highlands),Chardonnay,US,84,30.0,,
11766,Picket Fence 2011 Chardonnay (Russian River Valley),Chardonnay,US,84,16.0,,
11774,Cru 2011 Vineyard Montage Chardonnay (Monterey County),Chardonnay,US,84,23.0,,
11816,Raeburn 2013 Chardonnay (Russian River Valley),Chardonnay,US,88,20.0,Virginie Boone,@vboone
11845,Buena Vista 2012 Private Reserve Chardonnay (Sonoma County),Chardonnay,US,88,45.0,Virginie Boone,@vboone
11851,Covey Run 2008 Quail Series Chardonnay (Columbia Valley (WA)),Chardonnay,US,84,9.0,Paul Gregutt,@paulgwine 
11856,MooBuzz 2009 Chardonnay (Monterey County),Chardonnay,US,84,15.0,,
11870,Vazart Coquart & Fils NV Blanc de Blancs Réserve Brut Chardonnay (Champagne),Chardonnay,France,90,49.0,Roger Voss,@vossroger
11871,Vignerons des Terres Secrètes 2013 Les Cras  (Saint-Véran),Chardonnay,France,90,19.0,Roger Voss,@vossroger
11878,Dry Creek Vineyard 2015 DCV Estate Block 10 Chardonnay (Russian River Valley),Chardonnay,US,90,32.0,Virginie Boone,@vboone
11894,Vignerons des Terres Secrètes 2014 Les Plantés  (Saint-Véran),Chardonnay,France,90,19.0,Roger Voss,@vossroger
11895,Vignerons des Terres Secrètes 2014 Les Sentinelles  (Saint-Véran),Chardonnay,France,90,20.0,Roger Voss,@vossroger
11913,Altvs 2013 Chardonnay (Napa Valley),Chardonnay,US,92,40.0,Virginie Boone,@vboone
11914,Au Pied du Mont Chauve 2013 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,France,92,75.0,Roger Voss,@vossroger
11922,Dutton-Goldfield 2013 Dutton Ranch Walker Hill Vineyard Chardonnay (Green Valley),Chardonnay,US,92,50.0,Virginie Boone,@vboone
11943,Miali 2011 Lunalba Chardonnay (Salento),Chardonnay,Italy,85,13.0,,
11973,Tololo 2012 Chardonnay (Maule Valley),Chardonnay,Chile,85,10.0,Michael Schachner,@wineschach
11981,Carabella 2011 Dijon 76 Estate Chardonnay (Chehalem Mountains),Chardonnay,US,85,27.0,Paul Gregutt,@paulgwine 
11985,Conde de Velázquez 2012 El Conde Gran Reserva Chardonnay (Aconcagua Valley),Chardonnay,Chile,85,15.0,Michael Schachner,@wineschach
12018,Freeman 2007 Ryo-fu Chardonnay (Russian River Valley),Chardonnay,US,92,44.0,,
12020,Agrapart & Fils NV Terroirs Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,92,35.0,Roger Voss,@vossroger
12022,Pierre Gimonnet et Fils NV Cuis Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,92,56.0,Roger Voss,@vossroger
12025,Tenuta Santa Maria alla Pieve 2006 Torre Pieve Chardonnay (Veneto),Chardonnay,Italy,92,37.0,,
12050,Jenica Peak 2011 Coastal Series Chardonnay (California),Chardonnay,US,83,9.0,,
12051,Keswick Vineyards 2011 Chardonnay (Monticello),Chardonnay,US,83,28.0,,
12064,Angeline 2011 Reserve Chardonnay (Santa Barbara County),Chardonnay,US,82,15.0,,
12078,Butterfield Station 2011 Chardonnay (California),Chardonnay,US,82,8.0,,
12082,Shadowbox 2010 Orchard Vineyard Chardonnay (Napa Valley),Chardonnay,US,86,40.0,,
12083,Jaffelin 2010  Pouilly-Fuissé,Chardonnay,France,86,30.0,Roger Voss,@vossroger
12087,Albert Bichot 2010 Secret de Famille  (Bourgogne),Chardonnay,France,86,,Roger Voss,@vossroger
12099,Psagot 2011 Chardonnay (Judean Hills),Chardonnay,Israel,86,22.0,Lauren Buzzeo,@laurbuzz
12101,River Road 2011 Reserve Chardonnay (Russian River Valley),Chardonnay,US,86,19.0,,
12104,Alderbrook 2010 Chardonnay (Russian River Valley),Chardonnay,US,86,24.0,,
12143,Rarecat 2012 Charles Heintz Vineyard Chardonnay (Russian River Valley),Chardonnay,US,91,65.0,Virginie Boone,@vboone
12156,Domaine Trouillet 2014  Pouilly-Fuissé,Chardonnay,France,91,32.0,Roger Voss,@vossroger
12180,Moletto 2007 Chardonnay (Veneto Orientale),Chardonnay,Italy,84,10.0,,
12181,Cono Sur 2008 Chardonnay (Central Valley),Chardonnay,Chile,84,10.0,Michael Schachner,@wineschach
12183,Clos La Chance 2007 Biagini Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,US,84,35.0,,
12184,Cobblestone 2007 Chardonnay (Arroyo Seco),Chardonnay,US,84,29.0,,
12197,Talbott 2007 Logan Chardonnay (Monterey County),Chardonnay,US,84,23.0,,
12216,Excelsior 2014 Chardonnay (Robertson),Chardonnay,South Africa,86,10.0,Lauren Buzzeo,@laurbuzz
12217,Sutcliffe 2012 Chardonnay (Colorado),Chardonnay,US,86,29.0,Alexander Peartree,
12230,Varner 2001 Amphitheater Block Chardonnay (Santa Cruz Mountains),Chardonnay,US,91,30.0,,
12231,Schweiger 2000 Chardonnay (Spring Mountain District),Chardonnay,US,90,30.0,,
12238,Beaucanon 1999 Chardonnay (Napa Valley),Chardonnay,US,90,25.0,,
12242,Darioush 2001 Signature Chardonnay (Napa Valley),Chardonnay,US,90,38.0,,
12248,Rusack 2001 Reserve Chardonnay (Santa Maria Valley),Chardonnay,US,90,32.0,,
12250,Signorello 2001 Vieilles Vignes Chardonnay (Napa Valley),Chardonnay,US,90,38.0,,
12256,Jardin 1998 Chardonnay (Stellenbosch),Chardonnay,South Africa,92,17.0,,
12257,Penfolds 1998 Yattarna Chardonnay (South Eastern Australia),Chardonnay,Australia,92,65.0,,
12317,Langtry 2008 Genevieve Vineyard Chardonnay (Guenoc Valley),Chardonnay,US,87,30.0,,
12339,Nickel & Nickel 2012 Stiling Vineyard Chardonnay (Russian River Valley),Chardonnay,US,88,55.0,,
12363,City Winery Chicago 2013 Elevated Chardonnay Chardonnay (North Coast),Chardonnay,US,85,24.0,Jim Gordon,@gordone_cellars
12365,Claro 2014 Justo Chardonnay (Casablanca Valley),Chardonnay,Chile,85,17.0,Michael Schachner,@wineschach
12392,Chartron et Trébuchet 2012  Montagny,Chardonnay,France,87,,Roger Voss,@vossroger
12400,Château de Pizay 2012  Bourgogne,Chardonnay,France,87,16.0,Roger Voss,@vossroger
12414,Santa Rita 2012 Medalla Real Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Chile,87,18.0,Michael Schachner,@wineschach
12458,Finca El Portillo 2008 Estate Bottled Chardonnay (Uco Valley),Chardonnay,Argentina,84,10.0,Michael Schachner,@wineschach
12463,Montevina 2008 Chardonnay (California),Chardonnay,US,84,11.0,,
12478,Trefethen 2010 Chardonnay (Oak Knoll District),Chardonnay,US,86,30.0,,
12487,Jeff Gordon 2011 Chardonnay (Carneros),Chardonnay,US,86,45.0,,
12508,Hanna 2010 Chardonnay (Russian River Valley),Chardonnay,US,86,26.0,,
12537,Schug 2013 Chardonnay (Carneros),Chardonnay,US,88,30.0,Virginie Boone,@vboone
12541,Terrazas de Los Andes 2013 Reserva Chardonnay (Mendoza),Chardonnay,Argentina,88,20.0,Michael Schachner,@wineschach
12550,Morgan 2013 Metallico Un-Oaked Chardonnay (Monterey),Chardonnay,US,88,22.0,Matt Kettmann,@mattkettmann
12557,Chime 2013 Chardonnay (Oakville),Chardonnay,US,88,19.0,Virginie Boone,@vboone
12573,Ironstone 2013 Reserve Estate Grown Chardonnay (Sierra Foothills),Chardonnay,US,87,20.0,Jim Gordon,@gordone_cellars
12586,Charles & Charles 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,14.0,Sean P. Sullivan,@wawinereport
12604,Jean-Claude Debeaune 2011 Les Galopières  (Pouilly-Fuissé),Chardonnay,France,86,,Roger Voss,@vossroger
12605,Jigar 2010 Chardonnay (Russian River Valley),Chardonnay,US,86,24.0,,
12632,Bellavista 2006 Convento S.S. Annunciata Chardonnay (Terre di Franciacorta),Chardonnay,Italy,88,61.0,,
12645,Lafond 2013 Lafond Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,US,90,42.0,Matt Kettmann,@mattkettmann
12650,Markus Altenburger 2016 Vom Kalk Chardonnay (Burgenland),Chardonnay,Austria,90,15.0,Anne Krebiehl MW,@AnneInVino
12657,Netzl 2016 Chardonnay (Carnuntum),Chardonnay,Austria,90,20.0,Anne Krebiehl MW,@AnneInVino
12671,Four Vines 2010 Naked Chardonnay (Santa Barbara County),Chardonnay,US,83,12.0,,
12672,Healdsburg Ranches 2010 Appellation Series Chardonnay (Russian River Valley),Chardonnay,US,83,18.0,,
12692,Villa Oneiro 2012 Chardonnay (California),Chardonnay,US,84,37.0,Virginie Boone,@vboone
12716,Alta Alella 2014 Parvus Chardonnay (Alella),Chardonnay,Spain,88,18.0,Michael Schachner,@wineschach
12745,Woop Woop 2009 Chardonnay (South Eastern Australia),Chardonnay,Australia,85,13.0,Joe Czerwinski,@JoeCz
12748,Bergevin Lane 2009 Linen Chardonnay (Wahluke Slope),Chardonnay,US,85,10.0,Paul Gregutt,@paulgwine 
12749,CalNaturale 2009 Chardonnay (Mendocino),Chardonnay,US,85,7.0,Virginie Boone,@vboone
12765,Kalbarri 2010 Bin Select 462 Chardonnay (South Eastern Australia),Chardonnay,Australia,85,10.0,Joe Czerwinski,@JoeCz
12774,Ferrari NV Brut Chardonnay (Trento),Chardonnay,Italy,90,24.0,,
12779,Jacob's Creek 2005 Reeves Point Chardonnay (South Australia),Chardonnay,Australia,90,28.0,,
12798,Rodney Strong 2013 Chardonnay (Sonoma County),Chardonnay,US,88,17.0,Virginie Boone,@vboone
12799,Sutcliffe 2012 Signature Castillo Vineyard Chardonnay (Colorado),Chardonnay,US,88,35.0,Alexander Peartree,
12811,Swiftwater Cellars 2013 Zephyr Ridge Chardonnay (Horse Heaven Hills),Chardonnay,US,88,20.0,Sean P. Sullivan,@wawinereport
12824,Domaine Carrette 2013 Les Crays  (Pouilly-Fuissé),Chardonnay,France,88,35.0,Roger Voss,@vossroger
12858,Dutton Estate 2006 Dutton Ranch Kyndall's Reserve Chardonnay (Russian River Valley),Chardonnay,US,91,36.0,,
12864,EOS 2006 Cupa Grandis Chardonnay (Paso Robles),Chardonnay,US,91,45.0,,
12873,Cali 351 2006 Chardonnay (Napa Valley),Chardonnay,US,91,27.0,,
12884,D.G. Viticultors NV Caligo Essència Sweet White Wine Chardonnay (Spain),Chardonnay,Spain,91,90.0,Michael Schachner,@wineschach
12889,Garnier et Fils 2009 Vaudésir Grand Cru  (Chablis),Chardonnay,France,91,120.0,Roger Voss,@vossroger
12897,Isabel Mondavi 2010 Chardonnay (Carneros),Chardonnay,US,91,25.0,,
12901,Testarossa 2010 Dos Rubios Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,US,91,39.0,,
12903,Domaine Emmanuel Giboulot 2009 La Grand Chatelaine  (Côte de Beaune),Chardonnay,France,91,55.0,Roger Voss,@vossroger
12921,Sparkman 2011 Enlightenment Chardonnay (Yakima Valley),Chardonnay,US,91,50.0,Paul Gregutt,@paulgwine 
12924,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Chardonnay,France,91,25.0,Roger Voss,@vossroger
12926,Domaines Devillard 2011 Château de Chamirey La Mission Premier Cru  (Mercurey),Chardonnay,France,91,50.0,Roger Voss,@vossroger
12936,MacRostie 2010 Wildcat Mountain Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,90,35.0,,
12949,The Vineyard House 2014 Estate Grown Chardonnay (Napa Valley),Chardonnay,US,94,75.0,Virginie Boone,@vboone
12951,Williams Selyem 2014 Drake Estate Vineyard Chardonnay (Russian River Valley),Chardonnay,US,94,65.0,Virginie Boone,@vboone
12968,Two Sisters 2014 Courtney's Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,US,94,55.0,Matt Kettmann,@mattkettmann
12988,Santa Ema 2014 Select Terroir Unoaked Chardonnay (Maipo Valley),Chardonnay,Chile,84,10.0,Michael Schachner,@wineschach
12993,Worthy 2013 Kalaris Family Vineyard Chardonnay (Napa Valley),Chardonnay,US,84,31.0,Virginie Boone,@vboone
12994,Indomita 2014 Gran Reserva Chardonnay (Casablanca Valley),Chardonnay,Chile,83,15.0,Michael Schachner,@wineschach
13003,Bodegas Escorihuela 2006 La Vuelta Unoaked Chardonnay (Mendoza),Chardonnay,Argentina,82,8.0,Michael Schachner,@wineschach
13023,Trapiche 2006 Oak Cask Chardonnay (Mendoza),Chardonnay,Argentina,81,11.0,Michael Schachner,@wineschach
13026,Bouchard Père & Fils 2006 Les Gouttes d'Or Premier Cru  (Meursault),Chardonnay,France,92,,Roger Voss,@vossroger
13029,Bouchard Père & Fils 2006 Clos Saint-Landry Premier Cru  (Beaune),Chardonnay,France,92,,Roger Voss,@vossroger
13032,Louis Jadot 2006 Genevrières Premier Cru  (Meursault),Chardonnay,France,92,,Roger Voss,@vossroger
13033,Louis Jadot 2006 Perrières Premier Cru  (Meursault),Chardonnay,France,92,,Roger Voss,@vossroger
13041,Château de Fuissé 2006 Tête de Cru  (Pouilly-Fuissé),Chardonnay,France,91,36.0,Roger Voss,@vossroger
13060,Artesa 2015 Chardonnay (Los Carneros),Chardonnay,US,90,20.0,Virginie Boone,@vboone
13076,Chateau Ste. Michelle 2009 Indian Wells Chardonnay (Columbia Valley (WA)),Chardonnay,US,86,18.0,Paul Gregutt,@paulgwine 
13087,L de Lyeth 2010 Chardonnay (Sonoma County),Chardonnay,US,85,13.0,,
13117,Cave des Grands Crus Blancs 2015  Pouilly-Fuissé,Chardonnay,France,89,29.0,Roger Voss,@vossroger
13119,Domaine de Bellene 2014  Savigny-lès-Beaune,Chardonnay,France,89,50.0,Roger Voss,@vossroger
13127,Harbes Family Vineyard 2013 Proprietor Reserve Ice Wine Chardonnay (North Fork of Long Island),Chardonnay,US,89,35.0,Anna Lee C. Iijima,
13131,Balletto 2014 Estate Grown Chardonnay (Russian River Valley),Chardonnay,US,89,28.0,Virginie Boone,@vboone
13166,Bellangelo 2009 Chardonnay (Finger Lakes),Chardonnay,US,83,15.0,Anna Lee C. Iijima,
13181,Woodbury 2012 Barrel Fermented Dry Chardonnay (New York),Chardonnay,US,87,24.0,Anna Lee C. Iijima,
13201,Laetitia 2013 Estate Chardonnay (Arroyo Grande Valley),Chardonnay,US,86,17.0,Matt Kettmann,@mattkettmann
13219,Hanna 2013 Estate Grown Chardonnay (Russian River Valley),Chardonnay,US,86,25.0,Virginie Boone,@vboone
13232,Five Rivers 2011 Chardonnay (Central Coast),Chardonnay,US,84,15.0,,
13314,Joyce 2013 Chardonnay (Santa Lucia Highlands),Chardonnay,US,90,25.0,Matt Kettmann,@mattkettmann
13317,Krupp Brothers 2013 Stagecoach Vineyard Chardonnay (Napa Valley),Chardonnay,US,90,65.0,Virginie Boone,@vboone
13338,ZD 2013 Chardonnay (California),Chardonnay,US,90,38.0,Virginie Boone,@vboone
13343,Nugan Family Estates 2006 Chardonnay (Riverina),Chardonnay,Australia,86,13.0,Joe Czerwinski,@JoeCz
13345,Raymond 2006 R Collection Chardonnay (Monterey),Chardonnay,US,86,13.0,,
13359,Raymond 2006 Reserve Chardonnay (Napa Valley),Chardonnay,US,85,20.0,,
13373,Christophe Cordier 2014 Clos de la Côte  (Saint-Véran),Chardonnay,France,92,30.0,Roger Voss,@vossroger
13376,Domaine Fourrey 2014 Domaine des Miles Vaillons Premier Cru  (Chablis),Chardonnay,France,92,33.0,Roger Voss,@vossroger
13400,Ozwell Vintners 2008 Flying Piano Hand Select Chardonnay (South Eastern Australia),Chardonnay,Australia,86,11.0,Joe Czerwinski,@JoeCz
13410,Barrel Oak 2008 Reserve Chardonnay (Virginia),Chardonnay,US,86,27.0,Anna Lee C. Iijima,
13441,Ojai 2006 Solomon Hills Chardonnay (Santa Maria Valley),Chardonnay,US,90,35.0,,
13449,Jean-Pierre et Michel Auvigué 2006 Solutré  (Pouilly-Fuissé),Chardonnay,France,90,25.0,Roger Voss,@vossroger
13461,Morgan 2014 Double L Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,US,93,42.0,Matt Kettmann,@mattkettmann
13462,Morgan 2014 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,US,93,28.0,Matt Kettmann,@mattkettmann
13467,Stephen Ross 2014 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,US,93,30.0,Matt Kettmann,@mattkettmann
13468,Tantara 2014 Talley Rincon Chardonnay (Arroyo Grande Valley),Chardonnay,US,93,48.0,Matt Kettmann,@mattkettmann
13476,Timbre 2013 Lead Vocals Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,US,93,36.0,Matt Kettmann,@mattkettmann
13480,Zotovich Cellars 2013 Estate Chardonnay (Sta. Rita Hills),Chardonnay,US,93,36.0,Matt Kettmann,@mattkettmann
13503,Snapping Turtle 2010 Chardonnay (California),Chardonnay,US,85,11.0,,
13550,Arbor Crest 1999 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,US,85,18.0,Paul Gregutt,@paulgwine 
13551,Element 2001 Chardonnay (Western Australia),Chardonnay,Australia,85,14.0,,
13552,Agustinos 2001 Estate Chardonnay (Cachapoal Valley),Chardonnay,Chile,85,8.0,Joe Czerwinski,@JoeCz
13555,Rosemount 2001 Hill of Gold Chardonnay (Mudgee),Chardonnay,Australia,85,17.0,Joe Czerwinski,@JoeCz
13556,Yalumba 2000 Chardonnay (Barossa Valley),Chardonnay,Australia,85,16.0,Joe Czerwinski,@JoeCz
13558,Ghost Gum 2000 Chardonnay (South Eastern Australia),Chardonnay,Australia,84,9.0,Joe Czerwinski,@JoeCz
13561,Silver Lake 1999 Chardonnay (Columbia Valley (WA)),Chardonnay,US,84,7.0,Paul Gregutt,@paulgwine 
13562,Logan Australia 1999 Chardonnay (Orange),Chardonnay,Australia,84,17.0,Joe Czerwinski,@JoeCz
13564,Rosemount 2001 Diamond Label Chardonnay (South Eastern Australia),Chardonnay,Australia,84,12.0,Joe Czerwinski,@JoeCz
13566,Owen's Estate 1999 Chardonnay (South Eastern Australia),Chardonnay,Australia,84,15.0,Joe Czerwinski,@JoeCz
13568,Paul Thomas 1999 Chardonnay (Washington),Chardonnay,US,84,8.0,Paul Gregutt,@paulgwine 
13569,Penmara 2000 Chardonnay (New South Wales),Chardonnay,Australia,84,8.0,Joe Czerwinski,@JoeCz
13571,Hamelin Bay 2000 Chardonnay (Margaret River),Chardonnay,Australia,84,28.0,Joe Czerwinski,@JoeCz
13572,Errazuriz 2000 Estate Chardonnay (Casablanca Valley),Chardonnay,Chile,84,10.0,Michael Schachner,@wineschach
13574,Noviello 2014 French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,US,87,28.0,Sean P. Sullivan,@wawinereport
13600,Avalon 2014 Chardonnay (California),Chardonnay,US,87,11.0,Jim Gordon,@gordone_cellars
13606,Vinterra 2012 Chardonnay (Napa Valley),Chardonnay,US,84,30.0,,
13620,Silver Thread 2011 Chardonnay (Finger Lakes),Chardonnay,US,84,16.0,Anna Lee C. Iijima,
13625,Robert Mondavi 2012 Private Selection Chardonnay (Central Coast),Chardonnay,US,84,11.0,,
13637,Faniel et Fils NV Appogia Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,91,62.0,Roger Voss,@vossroger
13639,Migration 2015 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,91,55.0,Virginie Boone,@vboone
13646,Joseph Perrier NV Cuvée Royale Brut Blanc de Blancs Chardonnay (Champagne),Chardonnay,France,91,60.0,Roger Voss,@vossroger
13650,Martin Woods 2016 Yamhill Valley Vineyard Chardonnay (McMinnville),Chardonnay,US,91,35.0,Paul Gregutt,@paulgwine 
13672,Terlato 2005 Chardonnay (Russian River Valley),Chardonnay,US,86,26.0,,
13681,Wattle Creek 2005 Chardonnay (Mendocino County),Chardonnay,US,86,26.0,,
13685,Charles Heintz 2012 Chardonnay (Sonoma Coast),Chardonnay,US,91,45.0,Virginie Boone,@vboone
13687,Comartin 2012 Chardonnay (Santa Cruz Mountains),Chardonnay,US,91,32.0,Matt Kettmann,@mattkettmann
13691,Cuvaison 2012 Kite Tail Chardonnay (Carneros),Chardonnay,US,91,42.0,Virginie Boone,@vboone
13693,La Montagne 2013 Huber Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,US,91,42.0,Matt Kettmann,@mattkettmann
13696,Ponzi 2012 Reserve Chardonnay (Willamette Valley),Chardonnay,US,91,35.0,Paul Gregutt,@paulgwine 
13717,Bouchard Finlayson 2010 Missionvale Chardonnay (Walker Bay),Chardonnay,South Africa,90,30.0,Lauren Buzzeo,@laurbuzz
13727,Tamarack Cellars 2012 Chardonnay (Columbia Valley (WA)),Chardonnay,US,90,15.0,Paul Gregutt,@paulgwine 
13728,Testarossa 2011 Cuvée Los Gatos Chardonnay (Monterey County),Chardonnay,US,90,23.0,,
13758,Tres Palacios 2014 Reserve Chardonnay (Maipo Valley),Chardonnay,Chile,83,11.0,Michael Schachner,@wineschach
13771,Siegel 2014 Crucero Collection Chardonnay (Colchagua Valley),Chardonnay,Chile,82,13.0,Michael Schachner,@wineschach
13776,Santa Carolina 2013 Reserva Chardonnay (Casablanca Valley),Chardonnay,Chile,82,11.0,Michael Schachner,@wineschach
13778,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Chardonnay (Colchagua Valley),Chardonnay,Chile,81,13.0,Michael Schachner,@wineschach
13783,William Cole 2014 Albamar Chardonnay (Casablanca Valley),Chardonnay,Chile,80,12.0,Michael Schachner,@wineschach
13794,Kumeu River 2013 Coddington Chardonnay (Kumeu),Chardonnay,New Zealand,91,45.0,Joe Czerwinski,@JoeCz
13807,Foley 2013 T Anchor Ranch Chardonnay (Sta. Rita Hills),Chardonnay,US,90,45.0,Matt Kettmann,@mattkettmann
13808,Full Pull & Friends 2011 Chardonnay (Columbia Valley (WA)),Chardonnay,US,90,23.0,Sean P. Sullivan,@wawinereport
13834,Bellacana 2013 Bellacana Vineyard Chardonnay (Alexander Valley),Chardonnay,US,86,19.0,Virginie Boone,@vboone
13840,Trenel Fils 2014  Saint-Véran,Chardonnay,France,86,16.0,Roger Voss,@vossroger
13841,Bouchaine 2013 Estate Chardonnay (Carneros),Chardonnay,US,86,30.0,Virginie Boone,@vboone
13847,Bailly-Lapierre 2014 Côtes d'Auxerre  (Bourgogne),Chardonnay,France,86,18.0,Roger Voss,@vossroger
13852,Acacia 2013 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,US,86,45.0,Virginie Boone,@vboone
13854,Louis Max 2014  Chablis,Chardonnay,France,86,29.0,Roger Voss,@vossroger
13856,Michael Mondavi Family Estate 2013 Isabel Mondavi Chardonnay (Carneros),Chardonnay,US,86,30.0,Virginie Boone,@vboone
13859,Oak Knoll 2014 Unoaked Chardonnay (Willamette Valley),Chardonnay,US,86,14.0,Paul Gregutt,@paulgwine 
13865,West Cape Howe 2008 Unwooded Chardonnay (Western Australia),Chardonnay,Australia,85,18.0,,
13879,McWilliam's Hanwood Estate 2007 Chardonnay (South Eastern Australia),Chardonnay,Australia,85,12.0,,
13880,Morandé 2007 Reserva Chardonnay (Casablanca Valley),Chardonnay,Chile,85,12.0,Michael Schachner,@wineschach
13881,Rolling 2007 Chardonnay (Central Ranges),Chardonnay,Australia,85,10.0,,
