,wine,variety,country,points,price,taster
37015,Tuck Beckstoffer 2009 Ellenboch Vineyard Semper Pinot Noir (Sonoma Coast),Pinot Noir,US,93,85.0,
37016,Tuck Beckstoffer 2009 Gold Ridge Vineyard Semper Pinot Noir (Russian River Valley),Pinot Noir,US,93,85.0,
37021,Cambria 2010 Barbara's Clone 667 Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,80.0,
37045,Lincourt 2010 Lindsay's Pinot Noir (Sta. Rita Hills),Pinot Noir,US,85,30.0,
37074,Churton 2007 Pinot Noir (Marlborough),Pinot Noir,New Zealand,88,29.0,Joe Czerwinski
37123,Two Paddocks 2013 Pinot Noir (Central Otago),Pinot Noir,New Zealand,91,55.0,Joe Czerwinski
37132,Red Stitch 2013 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,91,54.0,Matt Kettmann
37151,Amayna 2013 Pinot Noir (Leyda Valley),Pinot Noir,Chile,85,35.0,Michael Schachner
37169,Chilensis 2013 Reserva Estate Bottled Pinot Noir (Maule Valley),Pinot Noir,Chile,85,10.0,Michael Schachner
37171,Concha y Toro 2013 Casillero del Diablo Reserva Pinot Noir (Chile),Pinot Noir,Chile,85,11.0,Michael Schachner
37174,Bernardus 2011 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,91,55.0,
37180,Failla 2011 Occidental Ridge Pinot Noir (Sonoma Coast),Pinot Noir,US,91,60.0,
37187,Lucienne 2011 Lone Oak Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,91,50.0,
37190,Lucienne 2011 Smith Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,90,50.0,
37279,Ziata 2014 Chenoweth Vineyard Pinot Noir (Green Valley),Pinot Noir,US,91,50.0,Virginie Boone
37281,Archery Summit 2014 Archery Summit Estate Pinot Noir (Dundee Hills),Pinot Noir,US,91,150.0,Paul Gregutt
37329,Laetitia 2012 Laetitia Estate Whole Cluster Pinot Noir (Arroyo Grande Valley),Pinot Noir,US,90,40.0,Matt Kettmann
37343,David Moreau 2011  Côte de Beaune-Villages,Pinot Noir,France,90,27.0,Roger Voss
37344,Domaine Carneros 2011 The Famous Gate Pinot Noir (Carneros),Pinot Noir,US,90,75.0,Virginie Boone
37345,Domaine Chantal Lescure 2011 Les Mombies  (Chambolle-Musigny),Pinot Noir,France,90,,Roger Voss
37362,J Vineyards & Winery 2007 Nicole's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,94,65.0,
37363,MacPhail 2007 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,94,60.0,
37365,Roar 2007 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,94,55.0,
37372,Failla 2007 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,94,65.0,
37397,Fossil Point 2015 Pinot Noir (Edna Valley),Pinot Noir,US,88,19.0,Matt Kettmann
37404,Lemelson 2014 Stermer Vineyard Pinot Noir,Pinot Noir,US,88,48.0,Paul Gregutt
37405,Lichen Estate 2015 Moonglow Pinot Noir (Anderson Valley),Pinot Noir,US,88,35.0,Jim Gordon
37425,Siduri 2015 Pinot Noir (Sonoma Coast),Pinot Noir,US,90,35.0,Virginie Boone
37431,Blue Farm 2014 Anne Katherina Vineyard Estate Farmed Pinot Noir (Carneros),Pinot Noir,US,90,60.0,Virginie Boone
37440,Faiveley 2005 La Framboisière  (Mercurey),Pinot Noir,France,91,33.0,Roger Voss
37446,Morey-Blanc 2005 Clos du Chapitre Premier Cru  (Aloxe-Corton),Pinot Noir,France,91,79.0,Roger Voss
37475,Weingut Mayer am Pfarrplatz 2011 Pinot Noir (Vienna),Pinot Noir,Austria,86,21.0,Anne Krebiehl MW
37497,Benjamin Leroux 2011 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,France,93,100.0,Roger Voss
37501,Domaine Chantal Lescure 2011 Les Bertins Premier Cru  (Pommard),Pinot Noir,France,93,85.0,Roger Voss
37502,Domaine Rossignol-Trapet 2011 Les Teurons Premier Cru  (Beaune),Pinot Noir,France,93,50.0,Roger Voss
37503,Louis Latour 2011  Clos de Vougeot,Pinot Noir,France,93,280.0,Roger Voss
37509,Clos de la Tech 2009 Domaine Lois Louise Twisty Ridge Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,93,82.0,Matt Kettmann
37510,Domaine Chanson 2011 Grèves Premier Cru  (Beaune),Pinot Noir,France,93,,Roger Voss
37512,Domaine Faiveley 2011  Chambertin Clos de Bèze,Pinot Noir,France,93,391.0,Roger Voss
37516,Louis Latour 2011 Cuvée Héritiers Latour  (Chambertin),Pinot Noir,France,93,280.0,Roger Voss
37517,Bouchard Père & Fils 2011 Clos de la Mousse Premier Cru  (Beaune),Pinot Noir,France,93,60.0,Roger Voss
37532,Lagana 2014 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,US,88,40.0,Sean P. Sullivan
37548,Ken Brown 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,US,89,45.0,Matt Kettmann
37572,R. Stuart & Co. 2013 Big Fire Pinot Noir (Oregon),Pinot Noir,US,88,19.0,Paul Gregutt
37580,Judson Hale Winery 2012 Pinot Noir (Yorkville Highlands),Pinot Noir,US,87,25.0,Jim Gordon
37648,Goldeneye 2005 Gowan Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,94,75.0,
37652,Gary Farrell 2005 Allen Vineyard Hillside Blocks Pinot Noir (Russian River Valley),Pinot Noir,US,94,65.0,
37656,Breggo 2006 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,93,55.0,
37657,Barnett 2006 Savoy Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,93,52.0,
37661,Gary Farrell 2005 Starr Ridge Vineyard Dijon Clones Pinot Noir (Russian River Valley),Pinot Noir,US,93,50.0,
37668,Owen Roe 2006 The Kilmore Pinot Noir,Pinot Noir,US,92,42.0,Paul Gregutt
37669,Goldeneye 2005 Pinot Noir (Anderson Valley),Pinot Noir,US,92,55.0,
37681,Tablelands 2009 Single Vineyard Pinot Noir (Martinborough),Pinot Noir,New Zealand,84,22.0,Joe Czerwinski
37683,Domaines Devillard 2009 Le Renard  (Bourgogne),Pinot Noir,France,84,22.0,Roger Voss
37689,La Crema 2010 Pinot Noir (Sonoma Coast),Pinot Noir,US,84,25.0,
37709,Catherine Marshall 2010 Pinot Noir (Cape South Coast),Pinot Noir,South Africa,85,26.0,Lauren Buzzeo
37711,Damiani 2010 Sunrise Hill Vineyard Pinot Noir (Finger Lakes),Pinot Noir,US,85,29.0,Anna Lee C. Iijima
37724,Rideau 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,50.0,Matt Kettmann
37726,Albert Bichot 2015 Aux Clous Premier Cru  (Savigny-lès-Beaune),Pinot Noir,France,93,,Roger Voss
37727,Asuncion Ridge 2014 Barrel Select Pinot Noir (San Luis Obispo County),Pinot Noir,US,93,65.0,Matt Kettmann
37729,Black Ridge 2013 Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,93,44.0,Matt Kettmann
37731,Bouchard Aîné et Fils 2015 Clos du Roi Premier Cru  (Beaune),Pinot Noir,France,93,80.0,Roger Voss
37737,Domaines Devillard 2015 Château de Chamirey Champs Martin Premier Cru  (Mercurey),Pinot Noir,France,93,50.0,Roger Voss
37740,Maison Champy 2015 Les Vergelesses Premier Cru  (Savigny-lès-Beaune),Pinot Noir,France,93,53.0,Roger Voss
37742,Presqu'ile 2015 Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,42.0,Matt Kettmann
37747,Siduri 2015 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,55.0,Matt Kettmann
37748,Siduri 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,93,55.0,Matt Kettmann
37752,Patz & Hall 2014 Pisoni VIneyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,93,100.0,Matt Kettmann
37758,Fort Ross 2007 Fort Ross Vineyard Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,US,87,16.0,
37762,Aquinas 2006 Pinot Noir (Napa Valley),Pinot Noir,US,86,14.0,
37787,Belle Glos 2008 Meiomi Pinot Noir (Sonoma County-Monterey County-Santa Barbara County),Pinot Noir,US,87,25.0,
37822,Belle Glos 2008 Taylor Lane Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,93,44.0,
37839,A to Z 2006 Pinot Noir (Oregon),Pinot Noir,US,89,20.0,Paul Gregutt
37908,Concha y Toro 2009 Casillero del Diablo Reserve Pinot Noir (Casablanca Valley),Pinot Noir,Chile,84,12.0,Michael Schachner
37913,Thomas Fogarty 2010 Windy Hill Vineyard Estate Grown Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,92,55.0,
37965,Louis Latour 2012  Rully,Pinot Noir,France,85,40.0,Roger Voss
37972,Lucky Star 2013 Pinot Noir (California),Pinot Noir,US,84,12.0,Jim Gordon
37975,Knudsen 2013 Pinot Noir (Dundee Hills),Pinot Noir,US,92,55.0,Paul Gregutt
37977,Woodenhead 2012 Buena Tierra Vineyard E Block Clone 115 Pinot Noir (Russian River Valley),Pinot Noir,US,92,65.0,Virginie Boone
37983,Panthea 2012 Klindt Pinot Noir (Anderson Valley),Pinot Noir,US,92,42.0,Jim Gordon
37987,Bien Nacido 2012 Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,60.0,Matt Kettmann
37990,Brick House 2013 Select Pinot Noir (Ribbon Ridge),Pinot Noir,US,92,34.0,Paul Gregutt
37995,Ferrari-Carano 2013 Pinot Noir (Anderson Valley),Pinot Noir,US,92,36.0,Jim Gordon
38000,Last Light 2012 Derbyshire VIneyard Pinot Noir (San Luis Obispo County),Pinot Noir,US,92,34.0,Matt Kettmann
38010,Leo 2006 Pinot Noir (Pfalz),Pinot Noir,Germany,87,22.0,Joe Czerwinski
38027,Sonoma-Loeb 2015 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,90,40.0,Virginie Boone
38028,Trione 2014 River Road Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,90,39.0,Virginie Boone
38029,Van Duzer 2014 Homestead Block Pinot Noir (Willamette Valley),Pinot Noir,US,90,60.0,Paul Gregutt
38050,Lange 2014 Three Hills Cuvée Pinot Noir (Willamette Valley),Pinot Noir,US,90,50.0,Paul Gregutt
38105,Foursight 2010 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,89,46.0,Virginie Boone
38128,Winderlea 2011 Dundee Hills Vineyards Pinot Noir (Dundee Hills),Pinot Noir,US,90,38.0,Paul Gregutt
38133,Roco 2011 Clawson Creek Vineyards Pinot Noir,Pinot Noir,US,89,50.0,Paul Gregutt
38135,Goodfellow 2014 Durant Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,91,42.0,Paul Gregutt
38140,Purple Hands 2015 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,91,50.0,Paul Gregutt
38146,Rodney Strong 2016 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,US,91,25.0,Virginie Boone
38157,Ancien 2014 Red Dog Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,US,91,50.0,Virginie Boone
38195,Bergström 2013 Le Pré du Col Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,US,94,60.0,Paul Gregutt
38199,Mercy 2012 Zabala Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,US,94,38.0,Matt Kettmann
38207,Babcock 2013 Déjà Vu Pinot Noir (Sta. Rita Hills),Pinot Noir,US,94,60.0,Matt Kettmann
38211,Longoria 2013 Bien Nacido Vineyard Block N Pinot Noir (Santa Maria Valley),Pinot Noir,US,94,50.0,Matt Kettmann
38212,Pahlmeyer 2013 Jayson Pinot Noir (Sonoma Coast),Pinot Noir,US,94,60.0,Virginie Boone
38213,Patz & Hall 2012 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,94,90.0,Matt Kettmann
38214,Solomon Hills 2012 Pinot Noir (Santa Maria Valley),Pinot Noir,US,94,60.0,Matt Kettmann
38216,Bergström 2013 Shea Vineyard Pinot Noir,Pinot Noir,US,94,60.0,Paul Gregutt
38218,Manuel Olivier 2007 Les Damaudes  (Vosne-Romanée),Pinot Noir,France,90,60.0,Roger Voss
38221,Pedroncelli 2008 Pinot Noir (Russian River Valley),Pinot Noir,US,90,18.0,
38223,Roux Père et Fils 2006 Les Grands Epenots Premier Cru  (Pommard),Pinot Noir,France,90,,Roger Voss
38224,Albert Bichot 2007 Domaine du Pavillon Clos des Maréchaudes  (Corton),Pinot Noir,France,90,,Roger Voss
38229,Domaine Jessiaume 2007 Brouillards Premier Cru  (Volnay),Pinot Noir,France,90,,Roger Voss
38230,Failla 2008 Pinot Noir (Sonoma Coast),Pinot Noir,US,90,34.0,
38235,Calera 2007 de Villiers Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,US,89,35.0,
38241,Nielson by Byron 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,US,89,29.0,Matt Kettmann
38243,Ordaz Family Wines 2014 Placida Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,89,38.0,Virginie Boone
38247,Sarah's Vineyard 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,89,36.0,Matt Kettmann
38265,Esterházy 2014 Classic Pinot Noir (Burgenland),Pinot Noir,Austria,89,17.0,Anne Krebiehl MW
38292,Winderlea 2011 Shea Vineyard Pinot Noir,Pinot Noir,US,90,48.0,Paul Gregutt
38296,Arista 2010 Perli Vineyard Pinot Noir (Mendocino Ridge),Pinot Noir,US,91,52.0,Virginie Boone
38299,David Moreau 2010 Clos Rousseau Premier Cru  (Santenay),Pinot Noir,France,91,40.0,Roger Voss
38300,Domaine Bruno Clair 2010 Les Longeroies  (Marsannay),Pinot Noir,France,91,,Roger Voss
38301,Domaine Faiveley 2010 Clos de L'Ecu Premier Cru  (Beaune),Pinot Noir,France,91,70.0,Roger Voss
38305,Jaffelin 2009  Gevrey-Chambertin,Pinot Noir,France,90,50.0,Roger Voss
38306,La Fenêtre 2010 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,90,49.0,
38308,Nautilus 2009 Four Barriques Pinot Noir (Marlborough),Pinot Noir,New Zealand,90,56.0,Joe Czerwinski
38310,Peregrine 2009 Pinot Noir (Central Otago),Pinot Noir,New Zealand,90,32.0,Joe Czerwinski
38316,Villa Maria 2010 Cellar Selection Pinot Noir (Marlborough),Pinot Noir,New Zealand,90,30.0,Joe Czerwinski
38317,Albert Bichot 2010 Domaine du Clos Frantin  (Vosne-Romanée),Pinot Noir,France,90,,Roger Voss
38321,The Crossings 2010 Pinot Noir (Awatere Valley),Pinot Noir,New Zealand,90,19.0,Joe Czerwinski
38337,Louis Jadot 2014 Le Chapitre  (Bourgogne),Pinot Noir,France,87,38.0,Roger Voss
38342,Nuiton-Beaunoy 2015  Beaune,Pinot Noir,France,87,32.0,Roger Voss
38363,Purple Hands 2015 Pinot Noir (Willamette Valley),Pinot Noir,US,90,25.0,Paul Gregutt
38365,Roger et Didier Raimbault 2015  Sancerre,Pinot Noir,France,90,35.0,Roger Voss
38368,Sarah's Vineyard 2014 Pinot Noir (Santa Clara Valley),Pinot Noir,US,90,25.0,Matt Kettmann
38377,Ancien 2014 Shea Vineyard Pinot Noir (Oregon),Pinot Noir,US,90,60.0,Paul Gregutt
38395,Hess Select 2013 Pinot Noir (Central Coast),Pinot Noir,US,84,20.0,Matt Kettmann
38437,Nicolas-Jay 2014 Bishop Creek Pinot Noir,Pinot Noir,US,93,100.0,Paul Gregutt
38440,Sokol Blosser 2014 Blackberry Block Pinot Noir (Dundee Hills),Pinot Noir,US,93,35.0,Paul Gregutt
38441,Black Kite 2014 Redwoods' Edge Pinot Noir (Anderson Valley),Pinot Noir,US,93,60.0,Jim Gordon
38450,Daniel 2014 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,93,60.0,Jim Gordon
38451,Derby 2013 Derbyshire Vineyard San Simeon Pinot Noir (San Luis Obispo County),Pinot Noir,US,93,38.0,Matt Kettmann
38456,Stolo 2014 Hillside Reserve Estate Pinot Noir (San Luis Obispo County),Pinot Noir,US,93,46.0,Matt Kettmann
38457,Talley 2014 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,US,93,75.0,Matt Kettmann
38458,Ken Wright 2014 Shea Vineyard Pinot Noir,Pinot Noir,US,93,63.0,Paul Gregutt
38459,Ken Wright 2014 Tanager Vineyard Pinot Noir,Pinot Noir,US,93,63.0,Paul Gregutt
38486,Pinot d'Oro 2012 Pinot Noir (Monterey County),Pinot Noir,US,85,26.0,
38501,Louis Chevallier 2014 Les Vaucrains Premier Cru  (Nuits-St.-Georges),Pinot Noir,France,89,79.0,Roger Voss
38512,Conarium 2013 Pinot Noir (Sonoma Coast),Pinot Noir,US,89,36.0,Virginie Boone
38520,Au Pied du Mont Chauve 2013 Le Charmois Premier Cru  (Saint-Aubin),Pinot Noir,France,89,40.0,Roger Voss
38545,King Estate 1999 Croft Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,91,40.0,Paul Gregutt
38559,Martellotto 2011 Les Bon Temps Roule Pinot Noir (Santa Barbara County),Pinot Noir,US,89,55.0,
38576,The Four Graces 2006 Reserve Pinot Noir (Dundee Hills),Pinot Noir,US,87,42.0,Paul Gregutt
38577,Tudor Wines 2006 Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,87,40.0,
38586,Domaine des Corbillières 2007 Rosé Pinot Noir (Touraine),Pinot Noir,France,86,16.0,Roger Voss
38590,Amity 2006 Sunnyside Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,86,40.0,Paul Gregutt
38596,Vista Hills 2008 Treehouse Pinot Noir (Dundee Hills),Pinot Noir,US,88,28.0,Paul Gregutt
38609,Plowbuster 2008 Pinot Noir (Willamette Valley),Pinot Noir,US,88,20.0,Paul Gregutt
38623,Barton & Guestier 2005 Bistro Wine Pinot Noir (Vin de Pays d'Oc),Pinot Noir,France,84,10.0,Roger Voss
38628,Ancien 2005 Pinot Noir (Russian River Valley),Pinot Noir,US,84,42.0,
38643,Kynsi 2012 Pinot Noir (Edna Valley),Pinot Noir,US,89,32.0,Matt Kettmann
38645,Louis Max 2013 Vignes du Domaine  (Mercurey),Pinot Noir,France,89,33.0,Roger Voss
38659,Adelaida 2013 HMR Vineyard Pinot Noir (Adelaida District),Pinot Noir,US,89,40.0,Matt Kettmann
38663,Boekenoogen 2013 3 Clone Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,89,46.0,Matt Kettmann
38674,Baker & Brain 2012 Escolle VIneyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,92,44.0,Matt Kettmann
38706,Concannon 2010 Selected Vineyards Pinot Noir (Central Coast),Pinot Noir,US,83,10.0,
38761,Undurraga 2012 T.H. Terroir Hunter Pinot Noir (Leyda Valley),Pinot Noir,Chile,91,26.0,Michael Schachner
38777,Ventosa 2012 Pinot Noir (Seneca Lake),Pinot Noir,US,89,25.0,Anna Lee C. Iijima
38790,Acacia 2013 35th Anniversary Pinot Noir (Carneros-Napa Valley),Pinot Noir,US,89,27.0,Virginie Boone
38819,Cherry Hill 2011 Estate Pinot Noir (Eola-Amity Hills),Pinot Noir,US,88,29.0,Paul Gregutt
38823,Furthermore 2010 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,88,40.0,
38828,Adelsheim 2011 Boulder Bluff Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,US,88,68.0,Paul Gregutt
38837,Barrymore by Carmel Road 2016 Rosé of Pinot Noir (Monterey County),Pinot Noir,US,90,18.0,Matt Kettmann
38850,Esterházy 2015 Pinot Noir (Burgenland),Pinot Noir,Austria,90,15.0,Anne Krebiehl MW
38852,Flowers 2014 Camp Meeting Ridge Pinot Noir (Sonoma Coast),Pinot Noir,US,90,90.0,Virginie Boone
38853,Gebeshuber 2015 Lage Viereck Pinot Noir (Thermenregion),Pinot Noir,Austria,90,73.0,Anne Krebiehl MW
38873,J. Lohr 2007 Fog's Reach Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,US,87,35.0,
38898,Bachelder 2014 Wismer-Parke Vineyard Pinot Noir,Pinot Noir,,89,34.0,Paul Gregutt
38902,Siduri 2015 Pinot Noir (Chehalem Mountains),Pinot Noir,US,89,39.0,Paul Gregutt
38904,Tohu 2013 Pinot Noir (Marlborough),Pinot Noir,New Zealand,89,25.0,
38913,Artesa 2015 Block 91D Estate Vineyard Pinot Noir (Los Carneros),Pinot Noir,US,89,80.0,Virginie Boone
38929,Château de Santenay 2012  Mercurey,Pinot Noir,France,88,35.0,Roger Voss
38934,Dolin 2014 Rose of Pinot Noir (Central Coast),Pinot Noir,US,88,22.0,Matt Kettmann
38937,Domaine Matthias et Emile Roblin 2014 Origine  (Sancerre),Pinot Noir,France,88,30.0,Roger Voss
38940,Tousey 2013 Pinot Noir (Hudson River Region),Pinot Noir,US,88,26.0,Anna Lee C. Iijima
38949,Trisaetum 2012 Estates Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,94,75.0,Paul Gregutt
38954,Donum 2011 Estate Grown Reserve Pinot Noir (Russian River Valley),Pinot Noir,US,94,90.0,Virginie Boone
38959,Donum 2011 Estate Grown Pinot Noir (Anderson Valley),Pinot Noir,US,94,72.0,Jim Gordon
38968,Wrath 2011 Boekenoogen Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,94,49.0,Matt Kettmann
38977,Barra of Mendocino 2011 Pinot Noir (Mendocino),Pinot Noir,US,80,20.0,Virginie Boone
38981,Williams Selyem 2011 Weir Vineyard Pinot Noir (Yorkville Highlands),Pinot Noir,US,96,58.0,Virginie Boone
38995,Alloro 2010 Estate Riservata Pinot Noir (Chehalem Mountains),Pinot Noir,US,94,45.0,Paul Gregutt
38997,Archery Summit 2011 Archery Summit Estate Pinot Noir (Dundee Hills),Pinot Noir,US,94,150.0,Paul Gregutt
39018,Chehalem 2014 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,US,85,50.0,Paul Gregutt
39032,Carpe Diem 2012 Pinot Noir (Anderson Valley),Pinot Noir,US,87,35.0,Virginie Boone
39054,Wy'East Vineyards 2012 Blue Chip Pinot Noir (Columbia Gorge (OR)),Pinot Noir,US,87,25.0,Sean P. Sullivan
39063,Louis Latour 2014 Château Corton Grancey  (Corton),Pinot Noir,France,95,170.0,Roger Voss
39064,Louis Latour 2014 Cuvée Héritiers Latour  (Chambertin),Pinot Noir,France,95,350.0,Roger Voss
39068,Jean-Luc and Paul Aegerter 2014  Clos de Vougeot,Pinot Noir,France,94,301.0,Roger Voss
39074,Château de Santenay 2014  Clos de Vougeot,Pinot Noir,France,94,220.0,Roger Voss
39075,Louis Latour 2014  Clos de Vougeot,Pinot Noir,France,94,330.0,Roger Voss
39079,Seguin-Manuel 2014 Les Cent Vignes Premier Cru  (Beaune),Pinot Noir,France,94,52.0,Roger Voss
39080,St. Innocent 2014 Shea Vineyard Pinot Noir,Pinot Noir,US,94,55.0,Paul Gregutt
39082,Bouchard Père & Fils 2014 Vigne de l'Enfant Jésus Grèves Premier Cru  (Beaune),Pinot Noir,France,94,100.0,Roger Voss
39085,Walt 2014 Brown Ranch Pinot Noir (Carneros),Pinot Noir,US,94,75.0,Virginie Boone
39110,Ancien 2014 Red Dog Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,US,91,50.0,Virginie Boone
39116,Cellars 33 2014 Gloria Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,42.0,Virginie Boone
39119,Bodega Chacra 2013 Barda Pinot Noir (Patagonia),Pinot Noir,Argentina,89,31.0,Michael Schachner
39121,Brokenwood 2014 Pinot Noir (Beechworth),Pinot Noir,Australia,89,22.0,Joe Czerwinski
39124,Comartin 2013 Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,89,45.0,Matt Kettmann
39128,Dutton Estate 2013 Thomas Road Vineyard Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,89,54.0,Virginie Boone
39131,Montaudon NV Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,France,89,40.0,Roger Voss
39136,McFadden 2013 Blue Quail Pinot Noir (Potter Valley),Pinot Noir,US,89,19.0,Jim Gordon
39179,Jezebel 2015 Pinot Noir (Oregon),Pinot Noir,US,88,18.0,Paul Gregutt
39180,Jim Palmer 2014 Pinot Noir (California),Pinot Noir,US,88,65.0,Matt Kettmann
39185,Joseph Cellars 2014 Limited Edition Pinot Noir (Carneros),Pinot Noir,US,88,55.0,Virginie Boone
39194,Brooks 2015 Runaway Red Pinot Noir (Willamette Valley),Pinot Noir,US,88,23.0,Paul Gregutt
39200,Ancient Oak Cellars 2013 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,88,42.0,Virginie Boone
39203,Baker & Brain 2014 Pinot Noir (Central Coast),Pinot Noir,US,88,30.0,Matt Kettmann
39241,Mahoney 2010 Pinot Noir (Carneros),Pinot Noir,US,87,24.0,
39255,Saint Clair 2010 Pioneer Block 14 Doctor's Creek Pinot Noir (Marlborough),Pinot Noir,New Zealand,87,30.0,Joe Czerwinski
39256,Brancott 2010 Pinot Noir (Marlborough),Pinot Noir,New Zealand,87,14.0,Joe Czerwinski
39258,Domaine Champy 2010 Aux Forches  (Savigny-lès-Beaune),Pinot Noir,France,87,,Roger Voss
39260,Flocchini 2005 Andrea La Rue Pinot Noir (Sonoma Coast),Pinot Noir,US,87,53.0,
39266,Matetic 2012 EQ Pinot Noir (Casablanca Valley),Pinot Noir,Chile,91,40.0,Michael Schachner
39282,Greywacke 2011 Pinot Noir (Marlborough),Pinot Noir,New Zealand,91,39.0,Joe Czerwinski
39296,Brogan 2007 Buena Prierra Vineyard Helio Doro Block Pinot Noir (Russian River Valley),Pinot Noir,US,95,90.0,
39297,Dutton-Goldfield 2008 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,95,58.0,
39359,Domaine Sauvat 2014 Nymphéa Prestige Pinot Noir,Pinot Noir,France,87,20.0,Roger Voss
39389,Eleven Eleven 2014 Bacigalupi Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,65.0,Virginie Boone
39395,Mailly Grand Cru NV Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,France,92,52.0,Roger Voss
39399,Henri Abele 2008 Le Sourire de Reims Rosé Brut Pinot Noir (Champagne),Pinot Noir,France,92,87.0,Roger Voss
39408,Elk Cove 2014 La Bohème Pinot Noir,Pinot Noir,US,92,60.0,Paul Gregutt
39412,Penner-Ash 2014 Hyland Vineyard Pinot Noir (McMinnville),Pinot Noir,US,92,65.0,Paul Gregutt
39417,Testarossa 2014 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,64.0,Matt Kettmann
39422,Illahe 2010 Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,90,38.0,Paul Gregutt
39426,Kalaris 2010 Pinot Noir (Sonoma Coast),Pinot Noir,US,90,55.0,
39427,Westrey 2010 Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,90,36.0,Paul Gregutt
39439,Gary Farrell 2009 Stiling Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,90,50.0,
39446,Dutton-Goldfield 2009 Dutton Ranch - Fox Den Vineyard Pinot Noir (Green Valley),Pinot Noir,US,93,58.0,
